node,degree_centrality,betweenness_centrality,closeness_centrality,clustering_coefficient,degree_centrality_600,betweenness_centrality_600,closeness_centrality_600,clustering_coefficient_600,degree_centrality_850,betweenness_centrality_850,closeness_centrality_850,clustering_coefficient_850
Q6PJQ5,0.0259943626683369,6.311747425094869e-05,0.0029542443708136,0.211501943387231,0.0013049378849566,1.1961063324657171e-05,0.0004144808202832,0.3666666666666666,0.0003131850923896,1.0388921659198578e-07,0.0001856590934632,0.5333333333333333
Q9P2H5,0.0281866583150642,6.957021599122019e-05,0.0029289157737203,0.1705146705146705,0.0001565925461948,0.0,0.0003656024394134,0.3333333333333333,0.0,0.0,0.0,0.0
ENSP00000482816,0.0212443887670946,3.6355302695079e-05,0.002914097108278,0.1379673448638965,0.0015137279465497,6.697788448791281e-05,0.0003924344948345,0.4088669950738916,0.0003653826077878,1.2680021695815316e-05,0.0001608400266434,0.2857142857142857
Q96M34,0.0067856770017747,1.5027245738140454e-06,0.0025756854646801,0.2300536672629695,0.000208790061593,0.0001000874761012,0.0003164209230435,0.0,0.0,0.0,0.0,0.0
Q5MNV8,0.0177471552354107,3.969525402415705e-05,0.0027701507937758,0.1262883914627798,0.0013571354003549,5.50988489732916e-05,0.0003889988045267,0.163076923076923,0.0,0.0,0.0,0.0
O60930,0.0420189998956049,4.092519513414388e-05,0.0030313478200261,0.1861963474552702,0.0013571354003549,7.718331141305377e-06,0.0004272170002993,0.1938461538461538,5.219751539826704e-05,0.0,0.0001418094704206,0.0
Q15063,0.0653512892786303,9.617854633785544e-05,0.00307018099132,0.2247505509969021,0.002348888192922,2.20524702801724e-05,0.0004435284391676,0.295959595959596,0.0003131850923896,1.0902311693020149e-07,0.0001730017560002,0.8
Q8N474,0.059244179977033,8.622388021085386e-05,0.0031113898012091,0.242801979659542,0.0024010857083202,9.450197726585475e-06,0.0004265107030747,0.7352657004830918,0.0012005428541601,0.0,0.0001714390160566,0.9960474308300395
Q8TDV0,0.0151894769808957,3.6161028547288185e-05,0.0027251247024062,0.1501599715606114,0.0002609875769913,1.4040504616228526e-06,0.0003798357335181,0.0,0.0,0.0,0.0,0.0
P08648,0.0533980582524271,5.370009383267467e-05,0.0030476392885532,0.2685073065099578,0.0072554546403591,0.0001252213520109,0.000466385093822,0.270774684600146,0.0027664683161081,8.612514678387387e-05,0.0002076929187805,0.3120464441219158
Q8NAV1,0.0344503601628562,1.5723301921606384e-05,0.0029111922257582,0.2491194187704051,0.0048021714166405,7.416110984697114e-05,0.0004381727292316,0.482560917343526,0.0028186658315064,1.0666702657088303e-06,0.000175393012347,0.9063591893780572
Q6P1L8,0.0240630545986011,1.6224442266085227e-05,0.0027845294809406,0.3365934169574648,0.0051675540244284,3.835987115396956e-05,0.0004195024293492,0.77715934858792,0.0039670111702682,1.5652775851649118e-07,0.0001702274749588,0.8624561403508771
Q9BUW7,0.0048543689320388,3.843143928125791e-06,0.002386028469437,0.0666199158485273,5.219751539826704e-05,0.0,0.0002961629678892,0.0,0.0,0.0,0.0,0.0
Q9BYP7,0.0162856248042593,1.383059889786601e-05,0.0027841774200275,0.1323893148651991,0.0012005428541601,4.2888240850197554e-05,0.0004005717770575,0.2134387351778656,0.0005741726693809,1.4666028796891509e-05,0.0001910799280634,0.4727272727272727
Q8N6T0,0.0054285416014197,1.6785554957292176e-05,0.0023774554971677,0.1734503360716953,0.0006263701847792,0.0001110722008777,0.0003746577724521,0.2272727272727272,5.219751539826704e-05,0.0,0.0001423458982145,0.0
Q66K89,0.0252113999373629,3.9080797175053154e-05,0.0030036042310088,0.1651675644098519,0.0005741726693809,1.6662207529964715e-06,0.0004175597749501,0.2909090909090909,0.0001043950307965,0.0,0.0001915185999956,1.0
Q9UJC3,0.0224449316212548,3.428071198761011e-05,0.0028283523201627,0.1026833631484794,0.0010961478233636,7.011438270267726e-05,0.0004127175802832,0.0761904761904762,0.0003131850923896,8.379088441932793e-05,0.0001598458237275,0.4
O60941,0.0210877962208998,2.9329772779403817e-06,0.0028314267979072,0.1426553325307717,0.0010961478233636,2.496714030789498e-05,0.000403284252954,0.319047619047619,0.0003653826077878,1.1819621942840628e-07,0.0001627946945193,0.3809523809523809
P41208,0.0778786929742144,0.0002085103413295,0.0031645689848122,0.1670163968619581,0.0072032571249608,0.0007770576111116,0.0004857470954347,0.217708663916217,0.0036538260778786,0.0002209955101675,0.0002044911096696,0.2488612836438923
Q9BUN8,0.0373734210251592,1.9693987994577585e-05,0.0029521107175579,0.1514357151228659,0.0030274558930994,4.058349459877875e-05,0.0004744287814779,0.3018753781004235,0.0012527403695584,0.0001142645871749,0.0001927818180262,0.2572463768115942
Q14764,0.0258377701221421,7.587702239223767e-06,0.0029332239128637,0.1930560667402772,0.0005741726693809,1.2763547063353564e-05,0.0004078388920383,0.0909090909090909,0.0001043950307965,0.0,0.000155535769772,1.0
Q96MC4,0.0057417266938093,1.882855409850459e-06,0.0025886586537785,0.1524603836530442,0.0001565925461948,1.782599931492109e-07,0.0003529503174874,0.0,0.0,0.0,0.0,0.0
Q9GZU2,0.0310575216619688,3.643154763187373e-05,0.0030627861569995,0.189644342585519,0.0009395552771688,1.4857792322829217e-05,0.0004242922773354,0.3594771241830065,5.219751539826704e-05,0.0,0.0001721053362448,0.0
P0DJJ0,0.0305877440233844,2.4461337386847747e-05,0.0029765173938584,0.1590502027362095,5.219751539826704e-05,0.0,0.0003242014507416,0.0,0.0,0.0,0.0,0.0
Q8N4L8,0.0113790583568222,3.094335320509645e-05,0.0025583753742148,0.0974083625755718,0.0005219751539826,1.9612540602316017e-05,0.0003716404671706,0.3333333333333333,0.0,0.0,0.0,0.0
Q8IXB3,0.0146153043115147,1.813977843659085e-05,0.002720938486594,0.0835893497183819,0.000782962730974,3.997078688964096e-05,0.0004108004146595,0.2095238095238095,0.0,0.0,0.0,0.0
O15303,0.0298047812924104,5.182597077811448e-05,0.0029070085034323,0.1821980520478077,0.0027664683161081,0.0003003006619986,0.0004450021542742,0.1850507982583454,0.0001043950307965,0.0,1.301683675767258e-07,0.0
Q9UNX4,0.0547551936527821,8.761988415824907e-05,0.0029519565148053,0.2850679309265822,0.0128405887879736,0.0001989120295736,0.0004767285512004,0.4663348266135723,0.0077774297943417,0.0001039369530169,0.0001969886078559,0.5652095048068202
Q9H0L4,0.0658210669172147,8.614929691264072e-05,0.0031170286604586,0.182242614201377,0.0032362459546925,6.385891323892345e-06,0.0004341760017925,0.5446853516657852,0.0008351602463722,4.704655611270382e-07,0.0001608552846672,0.7916666666666666
Q96S86,0.0175383651738177,1.8242634405865263e-05,0.002827575875426,0.0750710732054015,0.0001565925461948,3.031567021950248e-06,0.0003571489807391,0.0,0.0,0.0,0.0,0.0
Q9NP85,0.0449420607579079,4.96484653331408e-05,0.0030501279404328,0.150120195554115,0.0020879006159306,7.194510901339956e-05,0.000441523923107,0.1846153846153846,0.0008873577617705,2.392705698896056e-05,0.0001966718379359,0.4117647058823529
B5ME19,0.0406096669798517,1.0197343198198284e-05,0.0029455244034344,0.3401091138880342,0.004697776385844,1.1918430329236363e-05,0.0004692800188273,0.5463171036204744,0.0013049378849566,2.3423266745424166e-06,0.0001815316499271,0.7866666666666666
Q5TA82,0.0069422695479695,7.04675159756405e-06,0.002363684391503,0.2407154249259512,0.0020357031005324,3.842892497170249e-05,0.000388844741007,0.9487179487179488,0.000991752792567,0.0,0.0001291371290336,1.0
Q8NGX2,0.0039670111702682,1.3239260134068297e-06,0.0024009685084368,0.1235087719298245,0.0006263701847792,5.263136620102012e-05,0.0004453897032748,0.3939393939393939,0.0,0.0,0.0,0.0
Q9UHV9,0.0588787973692452,8.414366093960143e-05,0.0030386319272695,0.2545089266048695,0.0033928385008873,5.048081244669524e-05,0.000476601932994,0.3495192307692307,0.0010961478233636,7.236353907644149e-06,0.0001807286978106,0.4952380952380952
Q8N7B1,0.0292306086230295,5.375944184509981e-05,0.0029547929632187,0.1117556861742908,0.0006263701847792,1.982892917273509e-06,0.0003836845496019,0.4393939393939394,0.0,0.0,0.0,0.0
O75155,0.0266207328531161,3.334518767283736e-05,0.0029537237609947,0.1533572171501213,0.0003653826077878,5.195563383382092e-06,0.0004092229025916,0.0952380952380952,5.219751539826704e-05,0.0,0.0001702741480458,0.0
Q9H4A4,0.027769078191878,6.57814438043386e-07,0.0029709796789208,0.1642170397745777,0.0005741726693809,3.603587743004179e-05,0.0003933107254745,0.0363636363636363,0.0,0.0,0.0,0.0
Q86YQ8,0.0186867105125796,1.4732700272906926e-05,0.0028350146656294,0.0758023879943038,0.0003131850923896,4.943426244043246e-06,0.0003738868419425,0.0666666666666666,0.0,0.0,0.0,0.0
Q7Z7F7,0.0276124856456832,6.710395262516996e-06,0.0028230892093537,0.2864968207595806,0.0050631589936319,3.636501846211731e-05,0.0004279800919659,0.804553264604811,0.0038104186240734,2.719607101541461e-07,0.0001715343255303,0.8751902587519026
O43674,0.0363816682325921,1.1182966603720866e-05,0.0028834088701772,0.2455226834215604,0.0068378745171729,6.936880882334743e-05,0.000467106211278,0.5570170287727539,0.0043323937780561,1.0790492649701104e-05,0.0001738783280118,0.6876285630326183
Q14684,0.0614886731391585,0.0001076821648521,0.0029404970664865,0.2495337200127514,0.0090823676792984,0.0001359121943503,0.0004671313421215,0.5779018005448143,0.0032884434700908,0.0001674313261945,0.0001931853158514,0.7403993855606759
D3DTV9,0.0024532832237185,4.6142931404113766e-07,0.0022572028310823,0.2950971322849213,0.0001043950307965,5.001645322744188e-05,0.0002756835308932,0.0,5.219751539826704e-05,0.0,0.0001426158428817,0.0
Q13255,0.0701012631798726,7.782353101797218e-05,0.0030703054760031,0.2466517894297638,0.0048543689320388,0.0001664482906991,0.0004728410610272,0.1863020102851799,0.0012527403695584,0.0001839929466521,0.000196165474842,0.1594202898550724
A8MT33,0.0051153565090301,4.91695725176906e-08,0.0023845325759785,0.1916684199452977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P06731,0.0339805825242718,1.9278193594009937e-05,0.0028835217074638,0.3240789318208673,0.0019835055851341,4.19486712775981e-05,0.0004741104459272,0.2716927453769559,0.0003653826077878,1.4430457935231128e-05,0.0001800614824379,0.0476190476190476
Q86TY3,0.0037582211086752,8.488004920385904e-07,0.0022304261420193,0.130281690140845,0.0003131850923896,3.253104401378621e-05,0.0003513983301978,0.2,0.0,0.0,0.0,0.0
Q14520,0.035389915440025,4.791817641284095e-05,0.0030577696285491,0.1512921399720265,0.0021400981313289,0.000163892183718,0.0004175139223221,0.2402439024390243,0.0001043950307965,0.0,0.0001574193905639,1.0
Q6PEY1,0.010178515502662,3.149448398926176e-06,0.002725406541943,0.1080623843510441,0.0001043950307965,1.5213847189768875e-06,0.0003325731456857,0.0,5.219751539826704e-05,0.0,0.0001664253044479,0.0
P19320,0.0874308382920973,6.511751578354682e-05,0.0031027950258752,0.2530387489077908,0.0063158993631903,9.607231137091428e-05,0.0004914978263323,0.3088154269972452,0.0019313080697358,0.0003741054674663,0.0002058252144361,0.2237237237237237
Q14153,0.0144587117653199,5.51545905290815e-06,0.0027637444279346,0.0743734630879506,5.219751539826704e-05,0.0,0.0003048536241901,0.0,0.0,0.0,0.0,0.0
Q9C0C9,0.0524585029752583,8.186176047327708e-05,0.003090028906722,0.1955263523022338,0.0027664683161081,5.50893163766096e-05,0.0004439582529474,0.5522496371552975,0.0018269130389393,1.294376899052574e-08,0.0001878923278655,0.9831932773109244
Q4KMZ8,0.0190520931203674,6.180723297009535e-05,0.0028599216126506,0.1309649254854734,0.0004175801231861,5.536585771100778e-05,0.0003768614953051,0.1071428571428571,5.219751539826704e-05,0.0,0.0001319136509216,0.0
O00506,0.0417580123186136,8.53213635926387e-05,0.0030128491932002,0.1495650813516896,0.0018791105543376,3.479779172976851e-05,0.0004190576411304,0.2952380952380952,0.0010961478233636,3.053740074740149e-06,0.0001831994632427,0.6904761904761905
Q9Y587,0.0220273514980686,3.0265986699123376e-06,0.0028848912142428,0.1705598270873906,0.0020879006159306,2.091747660262512e-05,0.0004281856123855,0.4666666666666667,0.000991752792567,6.637882164255082e-07,0.0001686505380811,0.783625730994152
P48549,0.0313185092389602,5.107905334664774e-05,0.0029014251482895,0.2623984418475236,0.002557678254515,0.0001888678897598,0.0004466555474473,0.5221088435374149,0.0005219751539826,3.23504827147793e-05,0.0001790441867341,0.0666666666666666
Q8N3X6,0.026986115460904,6.133896245372426e-05,0.0029322079581023,0.0728637188310617,0.0007307652155757,3.477731813379332e-05,0.0003892120088055,0.1098901098901098,0.0001043950307965,3.580412772019064e-05,0.0001584134625279,0.0
Q9BTY2,0.0194174757281553,4.123019846023349e-05,0.0027275709327899,0.1097875547053879,0.0011483453387618,0.0001130404226859,0.0004149695643112,0.0865800865800865,0.0001043950307965,0.0,0.0001434913324286,1.0
Q8NGI4,0.00391481365487,5.233542807318585e-07,0.0021979219667718,0.3315315315315315,0.0005741726693809,7.44271556000929e-08,0.0004452629363493,0.4727272727272727,0.0,0.0,0.0,0.0
F5GYI3,0.0025054807391168,2.8106518206107685e-07,0.0022121441378526,0.3226950354609929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8TCB7,0.0228625117444409,2.572879113318247e-05,0.0028734421085707,0.1800048065368901,0.0010961478233636,6.026868831194541e-06,0.0004103669122888,0.4428571428571428,0.0,0.0,0.0,0.0
Q96J66,0.01837352542019,5.997514158645601e-06,0.0029253017375907,0.1346315721315721,0.000208790061593,7.662033682896562e-06,0.0003316979874522,0.5,0.0,0.0,0.0,0.0
Q9BQB4,0.0268817204301075,1.843256774557429e-05,0.0028353704696121,0.3285935552113633,0.0026620732853116,5.82216449365338e-05,0.0004277242260419,0.2870588235294117,0.0007307652155757,8.237360479903564e-06,0.0001758375642755,0.4945054945054945
P53673,0.0111180707798308,1.8268468166136817e-05,0.0026903891262105,0.1342014350252458,0.0008351602463722,4.080559259355631e-06,0.0003818879875544,0.675,0.0001043950307965,0.0,0.0001388542451512,0.0
Q63HM1,0.0208790061593068,1.7681669961376692e-05,0.0028314280533067,0.1733583959899749,0.0012005428541601,5.771177412941693e-06,0.0003844139223993,0.2964426877470356,0.0005741726693809,4.771644896570922e-06,0.0001554741415012,0.3818181818181818
Q9NP74,0.0208790061593068,2.0042553573207617e-05,0.0028353041691758,0.1123684210526315,0.0006785677001774,6.429599028269236e-05,0.0003842551907907,0.1153846153846153,5.219751539826704e-05,0.0,5.686003856020376e-08,0.0
P0DJD7,0.019939450882138,1.2967929596074176e-05,0.0029215531414473,0.1576314740762116,0.0003131850923896,6.662572875870473e-08,0.0003475932148828,0.6666666666666666,0.000208790061593,0.0,0.0001348344516666,0.8333333333333334
Q16600,0.0112746633260256,9.259165076196548e-06,0.0028026882868754,0.1349698535745047,0.000208790061593,2.0425664039497656e-05,0.0003742099476441,0.0,0.0,0.0,0.0,0.0
O00330,0.0645683265476563,0.000165376245464,0.0031230015634569,0.1956215188118242,0.0022966906775237,7.670972513871841e-06,0.0004282219420289,0.3837209302325581,0.0010439503079653,2.7480410897116704e-05,0.0001800893677753,0.5105263157894737
P11836,0.0306399415387827,3.743646513934311e-05,0.0028815591644651,0.3432330761493334,0.000782962730974,8.09657765984733e-06,0.0004134323762821,0.2761904761904762,0.0001043950307965,3.580412772019064e-05,0.0001605833449496,0.0
Q7Z5L3,0.0327800396701117,1.456432912867439e-05,0.0029471007869088,0.4502179014415018,0.0003653826077878,8.09047197395797e-06,0.0003697731703833,0.0952380952380952,0.0,0.0,0.0,0.0
Q96C92,0.0143021192191251,4.400110588146199e-06,0.0027015421973191,0.1040079142268923,0.0004697776385844,1.0335082831235706e-05,0.0003796162805974,0.0,0.0,0.0,0.0,0.0
Q12965,0.0752166196889028,0.0001610550163351,0.0031644613057144,0.1723041483537666,0.0018791105543376,9.063817991092464e-05,0.0004437738512735,0.1555555555555555,0.0002609875769913,2.9722041185784964e-08,0.0001880830685836,0.5
Q5I0G3,0.040087691825869,3.965766902897013e-05,0.0030100790039683,0.2644366579747935,0.0008873577617705,3.5321127632556545e-05,0.000409465311337,0.4044117647058823,0.0,0.0,0.0,0.0
C9JN71,0.0038626161394717,2.0421763905148962e-07,0.0026860516274881,0.298407997038134,5.219751539826704e-05,0.0,0.0002495066916252,0.0,0.0,0.0,0.0,0.0
A8MVW0,0.0145109092807182,3.330697646068904e-05,0.0027761704932115,0.134872607329299,5.219751539826704e-05,0.0,0.0003110840178829,0.0,0.0,0.0,0.0,0.0
Q96LW9,0.0097087378640776,1.1257490494584331e-05,0.0028101255462238,0.1222319093286835,5.219751539826704e-05,0.0,0.0003131419935578,0.0,0.0,0.0,0.0,0.0
Q9BXM0,0.0131537738803632,1.898516530531089e-05,0.0028053456492468,0.2161196483905647,0.0009395552771688,4.358678127863534e-05,0.0003967456843286,0.3006535947712418,0.0003131850923896,5.820563223321207e-06,0.000177727180893,0.2
Q68DK2,0.02228833907506,9.038753721004374e-06,0.0028636488788002,0.1418016294488241,0.0016703204927445,7.085430677384658e-05,0.0004177368069537,0.1471774193548387,0.0002609875769913,1.5537692396984746e-05,0.0001719099163459,0.3
Q9H340,0.0028186658315064,1.386975028481073e-06,0.0022256234806878,0.2313067784765897,0.0005741726693809,7.44271556000929e-08,0.0004453505032819,0.4727272727272727,0.0,0.0,0.0,0.0
TPRXL,0.0074120471865539,5.3126143496379e-06,0.0025937257235909,0.1199680351613225,0.0001565925461948,4.599136389936811e-06,0.0003288556753982,0.0,5.219751539826704e-05,0.0,8.645153452050119e-08,0.0
P13796,0.0835682221526255,0.0001094260794926,0.0031789316380358,0.1788163647720174,0.002348888192922,0.0001944057181988,0.0004625467734917,0.1767676767676767,0.000208790061593,3.5877198100957766e-05,0.0001791992628165,0.0
Q6P9B9,0.0198872533667397,2.6502751149200072e-05,0.0028219128203043,0.1588617212322144,0.0030274558930994,0.0001032938760498,0.0004453802193152,0.4930429522081064,0.0008351602463722,5.981075441434294e-05,0.0001871863849655,0.7916666666666666
P21731,0.0231234993214323,1.7847575695003984e-05,0.0028861424487106,0.1883496930635425,0.0029752583777012,3.3702555533858136e-05,0.0004427936403767,0.3790726817042606,0.001565925461948,3.911112212762299e-05,0.0002031521454024,0.2114942528735632
P45954,0.039304729094895,8.782821458149595e-05,0.0029749255608653,0.1783433641321239,0.0017225180081428,3.25471770127378e-05,0.00038811357478,0.4204545454545454,0.000991752792567,5.941356896232554e-06,0.0001698348592552,0.4619883040935672
P61925,0.0139889341267355,5.13875064199244e-06,0.0027957895916597,0.114288110011739,0.000782962730974,2.513934814469831e-05,0.000405144103659,0.1238095238095238,0.000208790061593,5.5837187824675713e-08,0.0001835560990464,0.5
A1KXE4,0.0048021714166405,9.513421399944392e-07,0.0025241226440599,0.1051122790253225,0.0002609875769913,1.0617711417570469e-06,0.0003717643408509,0.2,5.219751539826704e-05,0.0,0.0001287920030075,0.0
ENSP00000461324,0.072711138949786,0.0002140788989973,0.0031254736214953,0.1899254070021701,0.0058461217246059,8.477930935449204e-05,0.0004548152919732,0.6113256113256114,0.0016181229773462,1.3445836373000207e-05,0.0001833885610035,0.7333333333333333
Q86XZ4,0.0122664161185927,6.694288182337641e-06,0.0027094257553277,0.1416621203855246,0.0004175801231861,2.066688420293816e-06,0.0004352264706809,0.0357142857142857,0.0,0.0,0.0,0.0
Q06520,0.0243240421755924,5.155831081290737e-05,0.0028051628584606,0.2147307213069361,0.0027664683161081,9.942806595972038e-05,0.0004303007533167,0.2227866473149492,0.0009395552771688,3.927482191151593e-05,0.0001941046904282,0.3398692810457516
Q9Y678,0.055329366322163,6.795341785096224e-05,0.0030435969285058,0.1945819302652912,0.0041758012318613,5.687492490400892e-05,0.0004662084448567,0.5474683544303798,0.000782962730974,2.1710918540013715e-06,0.0001719826899022,0.6666666666666666
