node,degree_centrality
Q15345,0.008560392525315794
P04908,0.04729094895082994
Q8NET6,0.01111807077983088
P18433,0.046716776281449005
Q12846,0.03914813654870028
O15084,0.04264537008038417
Q9NZ52,0.0413404321954275
O75324,0.008873577617705398
Q8N8M0,0.001461530431151477
P41273,0.021609771374882555
Q9P107,0.03450255767825452
P20231,0.022444931621254827
P13500,0.10804885687441278
Q9P2E8,0.02437623969099071
P13645,0.029178411107631277
Q9UID3,0.035546507986219854
P09693,0.03476354525524585
Q7Z443,0.013310366426558095
Q9UNA4,0.06602985697880781
O60925,0.043532727842154714
A8MQ27,0.044159098026933914
Q5PSV4,0.02134878379789122
Q8TCB0,0.022444931621254827
Q08397,0.02907401607683474
Q92828,0.05094477502870863
Q53H82,0.020722413613112015
Q9BRX8,0.01216202108779622
Q9NSD7,0.009343355256289801
Q8N5C1,0.003601628562480426
Q16594,0.04410690051153565
Q9BR76,0.05945297003862616
Q01432,0.036486063263388664
Q6ZT21,0.009499947802484601
P20849,0.02667293036851446
Q9BX97,0.017955945297003863
O60303,0.018947698089570936
Q8WWX9,0.006107109301597244
P59544,0.007046664578766051
Q9BTP6,0.005376344086021505
Q8IZU1,0.003497233531683892
Q96MC2,0.010909280718237812
Q2TB18,0.008142812402129659
Q9UI36,0.03789539617914187
Q8NDB6,0.0030796534084977555
Q8WYN3,0.02364547447541497
Q9UQ53,0.017172982566029858
P11086,0.011483453387618749
Q96KQ4,0.018269130389393463
Q6IEV9,0.005532936632216307
Q8N8L2,0.002923060862302954
Q5T4D3,0.03319761979329784
Q8IUG1,0.006368096878588579
Q9NZH7,0.0188433030587744
Q9Y3Q0,0.017225180081428124
Q6NX45,0.002348888192922017
Q13875,0.037112433448167864
Q13868,0.06357657375508925
O43865,0.056060131537738804
O43306,0.04812610919720221
O75147,0.06832654765633156
Q96AY2,0.0324668545777221
P02100,0.031214114208163692
O43548,0.018686710512579603
P30556,0.04337613529595991
Q01804,0.031736089362146364
O14976,0.14662282075373212
Q8WY07,0.03601628562480426
O00322,0.01607683474266625
Q32MK0,0.03382398997807704
P15407,0.057678254515085084
Q9P2W9,0.028917423530639943
Q9BVG8,0.057573859484288545
Q3B8N5,0.012266416118592754
P33260,0.030117966384800084
Q6MZP7,0.035076730347635456
Q8WXE1,0.022914709259839232
P20042,0.07025785572606744
P0DJI8,0.0323102620315273
Q13112,0.048073911681803944
Q96QS3,0.028813028499843407
Q8TDW0,0.025524585029752585
Q9H5Z1,0.05976615513101576
Q8WVS4,0.018686710512579603
Q9NZ08,0.04880467689737968
Q9Y5Q5,0.02698611546090406
P09067,0.028865226015241673
Q8TBG9,0.06655183213279048
Q6NS38,0.01357135400354943
Q8IYJ0,0.024898214844973378
Q96AP0,0.015920242196471448
O75116,0.08038417371333124
P51795,0.0327800396701117
Q6ZVT6,0.017329575112224656
Q8IZD6,0.019678463305146675
O43581,0.04426349305773045
Q96EY9,0.03429376761666145
Q6ZMM2,0.012109823572397954
Q92496,0.006263701847792045
Q9P265,0.0369036433865748
Q9NX94,0.011744440964610085
Q13698,0.04849149180499008
Q96KC8,0.049692034659150223
Q12788,0.04880467689737968
Q9UBY0,0.02735149806869193
Q6ZMV8,0.006107109301597244
Q8NGH3,0.006263701847792045
Q9UP95,0.024898214844973378
P03923,0.021035598705501618
Q5TC79,0.004749973901242301
P05112,0.10455162334272888
P04141,0.08247207432926193
Q9Y6M5,0.030065768869401818
O14763,0.043637122872951246
P15586,0.020618018582315482
O15440,0.035024532832237186
Q6UX01,0.0557469464453492
P21453,0.03742561854055747
Q9Y4D1,0.06853533771792462
Q96RY5,0.009604342833281135
Q7Z553,0.019365278212757072
O95479,0.10094999478024846
Q9H9S3,0.06305459860110658
Q96BQ1,0.010282910533458608
Q9NWR8,0.012788391272575425
P07355,0.08142812402129658
Q9NS87,0.061697463200751645
Q9Y5N1,0.05350245328322372
P56746,0.012318613633991022
Q5VVX9,0.052354107944461846
P47211,0.018269130389393463
Q5T4T6,0.007307652155757386
O75795,0.0231234993214323
Q8NGI2,0.004175801231861363
Q8TAT6,0.045150850819500994
Q5SY80,0.006890072032571249
O00515,0.012997181334168493
Q9Y2D9,0.023175696836830566
Q96DM1,0.005532936632216307
Q9H8Y1,0.011379058356822215
Q6IE81,0.02735149806869193
Q96PL5,0.011744440964610085
Q6Q788,0.03314542227789957
A8MX34,0.007829627309740057
Q9BZK7,0.0897797264850193
Q96BH1,0.029230608623029543
Q6ZNC8,0.020983401190103352
P60468,0.05652990917632321
Q9UJX4,0.03826077878692974
Q8N531,0.028186658315064204
A2RUB1,0.013205971395761561
P38398,0.12610919720221317
A8MPY1,0.011065873264432613
Q9BXT8,0.05334586073702892
Q9NQZ8,0.01096147823363608
O14617,0.05318926819083412
Q8N137,0.014406514249921704
P00751,0.04008769182586909
P10253,0.029387201169224345
Q8NFI3,0.013780144065142498
P22083,0.04426349305773045
Q7Z4I7,0.03471134773984758
Q8WXF5,0.0066290844555799144
Q9H1Y0,0.0684309426871281
Q9H321,0.007829627309740057
A8MX76,0.013258168911159829
P78346,0.027560288130284997
Q14123,0.033406409854890906
Q6E213,0.012736193757177158
P03372,0.1808643908549953
Q7Z2K6,0.011379058356822215
Q9UK99,0.02150537634408602
Q9BXW4,0.03460695270905105
Q9UHF1,0.024950412360371647
O75964,0.038104186240734944
Q9BWX1,0.04682117131224554
Q96N46,0.009082367679298466
ENSP00000417556,0.006211504332393778
Q6ZR62,0.006420294393986846
Q9UBF6,0.050057417266938097
Q99719,0.059870550161812294
Q8N8W4,0.018112537843198665
B6SEH8,0.0048543689320388345
O95218,0.04301075268817204
Q8N9K5,0.004175801231861363
Q93100,0.02202735149806869
Q9UKA4,0.018634512997181333
Q9BXF9,0.023749869506211503
P49247,0.049013466958972754
ANKRD30B,0.020931203674705082
Q9BYE3,0.012683996241778892
Q96PV0,0.07004906566447437
O60304,0.014354316734523436
Q8TD20,0.035546507986219854
Q92904,0.07234575634199812
Q02078,0.07166718864182064
Q02543,0.07098862094164318
P61803,0.036590458294185196
Q96SZ4,0.017694957720012526
O95427,0.015607057104081846
Q92730,0.0788704457667815
Q9UPT9,0.04160141977241883
Q9UIG4,0.007151059609562585
Q9UHC6,0.051414552667293036
P61326,0.06482931412464767
Q02161,0.013362563941956363
Q7KZN9,0.039565716671886415
Q96MD2,0.008351602463722727
Q04727,0.0513101576364965
O14717,0.034867940286042384
Q9Y2Y4,0.017538365173817728
P55345,0.06629084455579914
Q8WWG9,0.012579601210982358
P0CG47,0.15701012631798728
Q96LW4,0.017538365173817728
Q9UJ14,0.022810314229042696
Q6P9F5,0.026725127883912726
O95466,0.08607370289174235
P62424,0.08241987681386366
Q9Y2Z9,0.03366739743188224
O15287,0.028656435953648605
Q93009,0.08148032153669485
P05230,0.06571667188641821
Q8NEY3,0.015398267042488777
Q13519,0.022079549013466957
Q8IYB9,0.01075268817204301
DUX4L4,0.007673034763545255
Q9H8Y8,0.03935692661029335
P53667,0.06874412777951769
O95789,0.009969725441069005
P51884,0.06623864704040087
Q7L523,0.0274036955840902
O94993,0.03032675644639315
P61296,0.043637122872951246
P61163,0.08022758116713645
Q96P44,0.025837770122142185
P84098,0.08257646936005845
P12544,0.052093120367470505
Q9P127,0.010700490656644744
Q96LB8,0.006211504332393778
P14621,0.010282910533458608
Q8NGF6,0.0016703204927445453
P05060,0.04922225702056582
P78556,0.04389811044994258
Q58EX2,0.043637122872951246
O15031,0.03351080488568744
Q14679,0.018216932873995197
P82933,0.06691721474057835
Q9Y343,0.015137279465497443
Q8TDD5,0.02171416640567909
Q6ZU35,0.009917527925670739
O94772,0.04927445453596409
Q15485,0.0185301179663848
P62745,0.10935379475936945
Q9HBJ0,0.015085081950099175
HIGD2B,0.007777429794341789
O95104,0.04400250548073912
P17301,0.05047499739012423
Q4G0X9,0.018686710512579603
Q9NX55,0.03371959494728051
Q6ZT12,0.03105752166196889
Q92918,0.023019104290635764
Q643R3,0.013988934126735568
Q5SVS4,0.015659254619480114
O43745,0.03622507568639733
Q4ZG55,0.025107004906566446
O95661,0.058356822215262553
P48788,0.03204927445453597
Q8NGA8,0.001148345338761875
P33778,0.05506837874517173
O75493,0.021453178828687754
TMEM78,0.00015659254619480113
C9JJH3,0.0028186658315064203
Q9UKN8,0.021139993736298154
Q6ZTW0,0.009134565194696732
O43451,0.04316734523436684
Q01638,0.030587744023384485
P04439,0.039826704248877756
Q9C026,0.05626892159933187
GPR1,0.019521870758951874
O43283,0.02646414030692139
Q14863,0.03304102724710304
Q8TDR4,0.005010961478233636
P13284,0.0369036433865748
Q7Z2W9,0.06409854890907193
Q9P291,0.008247207432926193
Q14397,0.020722413613112015
Q96HJ5,0.011170268295229147
P46597,0.02030483348992588
Q9NPI9,0.025315794968159517
Q8WWU5,0.02009604342833281
Q8TEK3,0.05026620732853116
Q15173,0.03862616139471761
P48147,0.016181229773462782
ENSP00000480527,0.0016181229773462784
O60755,0.010074120471865539
P22455,0.05188433030587744
Q9UBR4,0.03862616139471761
Q9UMS4,0.10288130284998434
Q685J3,0.015972439711869714
P0C6C1,0.023332289383025367
P51788,0.0319970769391377
Q14249,0.032623447123916904
Q96IW2,0.007725232278943522
Q8NI37,0.048334899258795284
O14841,0.02521139993736298
Q8IZQ1,0.09024950412360372
O95498,0.04541183839649233
Q9H201,0.03946132164108988
Q9NVR0,0.012683996241778892
Q9NW61,0.005219751539826704
Q7Z494,0.04248877753418937
Q14183,0.022705919198246164
O95970,0.033249817308696104
Q8NE86,0.03283223718550997
Q8NHB7,0.001461530431151477
P60369,0.008403799979120994
P49005,0.04765633155861781
Q6ZQY2,0.0027664683161081533
Q9UKA8,0.023227894352228835
Q6PIF2,0.011483453387618749
P16581,0.05746946445349201
Q96C90,0.029178411107631277
Q96HU8,0.09145004697776386
P23527,0.04697776385844034
Q8NHU2,0.013362563941956363
Q14549,0.015868044681073182
P51160,0.027769078191878068
Q86WK6,0.011848835995406619
Q92947,0.03053554650798622
O95822,0.023384486898423634
O43809,0.05037060235932769
P04554,0.023175696836830566
Q5M9Q1,0.015085081950099175
Q8IVF6,0.024950412360371647
Q96MV8,0.023697671990813237
P51606,0.014145526672930368
Q9H5N1,0.02557678254515085
Q9P287,0.06300240108570831
Q9BWH6,0.019678463305146675
Q9Y337,0.026411942791523122
Q6PF05,0.0006785677001774716
O15121,0.02150537634408602
Q12934,0.011535650903017017
Q7L099,0.017747155235410796
O75955,0.0370602359327696
P62310,0.06801336256394196
Q8WXH0,0.06221943835473431
Q14832,0.059244179977033094
Q5H9L4,0.029021818561436475
Q8N2C3,0.005376344086021505
A6NGA9,0.0015137279465497443
Q6ICL7,0.009813132894874205
Q9Y6V7,0.08847478860006264
P54920,0.02980478129241048
FCGR1B,0.026150955214531788
Q96ES7,0.03225806451612903
O15060,0.012579601210982358
Q8N6N3,0.002348888192922017
O60684,0.061488673139158574
ZSCAN5DP,0.004906566447437102
Q5JTN6,0.08513414761457355
P61604,0.10006263701847792
Q6IQ55,0.04535964088109406
Q9BPW4,0.007777429794341789
O95996,0.04713435640463514
O94817,0.04264537008038417
P43308,0.022079549013466957
P20774,0.04776072658941434
O94889,0.013466958972752897
Q8IUC4,0.037321223509760935
Q8NCW0,0.019887253366739743
O14804,0.013623551518947698
B4DX44,0.00845599749451926
Q16772,0.028291053345860736
P30279,0.0753732122350976
Q00653,0.08153251905209312
Q9HBK9,0.01957406827435014
Q16281,0.031631694331349824
P31644,0.05825242718446602
Q7RTW8,0.015554859588683578
P56817,0.06973588057208477
Q9UGB7,0.017433970143021192
Q13151,0.06910951038730556
Q9BU68,0.011065873264432613
Q96R08,0.0013571354003549432
Q53GS9,0.03617287817099906
P46459,0.08518634512997181
Q5SZD1,0.00548073911681804
Q9BX63,0.04066186449525003
Q9ULC3,0.03377179246267878
P98175,0.06388975884747886
O95153,0.018060340327800396
P62993,0.10622194383547343
Q9BSU1,0.0074642447019521874
O43524,0.10241152521139994
PPP5D1,0.07683474266624908
Q8TF09,0.02348888192922017
Q14802,0.016285624804259317
O75529,0.054389811044994255
Q9NPJ3,0.03852176636392108
O43555,0.01962626578974841
O43583,0.052197515398267044
Q5QJ38,0.009499947802484601
Q9NYW3,0.007516442217350454
Q9H6R6,0.01200542854160142
O43614,0.01430211921912517
P17029,0.015398267042488777
Q96H40,0.006837874517172982
Q969K4,0.035076730347635456
Q8NG50,0.01482409437310784
Q9HBI6,0.02171416640567909
O95715,0.029961373838605282
P05549,0.06660402964818875
Q8IUX7,0.025159202421964715
Q8N895,0.014354316734523436
Q9Y2M5,0.01889550057417267
P23142,0.04786512162021088
Q99733,0.05031840484392943
Q9Y3N9,0.004332393778056164
Q7Z7J5,0.013310366426558095
Q9NZC4,0.022340536590458294
P36959,0.057626056999686814
Q5VST6,0.015241674496293977
A1Z1Q3,0.022810314229042696
Q9H8E8,0.025994362668336986
Q7Z442,0.014197724188328636
P46782,0.10032362459546926
Q15361,0.05804363712287295
Q9BWX5,0.05418102098340119
P22307,0.04003549431047082
Q969S0,0.01659880989664892
Q8IXW5,0.030639941538782755
O95197,0.03867835891011588
Q86YB7,0.044159098026933914
P51451,0.057834847061279886
Q9H1Z4,0.034137175070466645
Q9NVZ3,0.017381772627622926
P41586,0.05595573650694227
Q9HB40,0.033302014824094374
Q14264,0.004071406201064829
C5orf64,0.003549431047082159
P59540,0.008142812402129659
Q96J65,0.024637227267982044
Q9NQM4,0.012788391272575425
Q9HCI7,0.027925670738072866
Q86UL3,0.028499843407453804
Q9NY74,0.020043845912934545
Q14681,0.017694957720012526
P18031,0.07579079235828375
Q9UGJ1,0.02505480739116818
Q9UMQ6,0.016285624804259317
Q9P000,0.028291053345860736
Q9BX93,0.026568535337717924
Q8IXI1,0.07265894143438772
Q9HD64,0.009760935379475937
E9PJ23,0.0014093329157532101
Q8N823,0.009552145317882869
P31942,0.048282701743397015
Q9H1A4,0.04812610919720221
P01569,0.009030170163900198
Q92482,0.037321223509760935
P15812,0.02630754776072659
Q16558,0.01926088318196054
Q9UNI1,0.024950412360371647
Q86XP6,0.012057626056999686
P11274,0.03920033406409855
Q93050,0.0471865539200334
A6NNP5,0.0020879006159306816
Q96NZ9,0.008925775133103664
P21549,0.061540870654556844
P33176,0.08278525942165153
Q9UJJ9,0.022653721682847898
Q04609,0.03632947071719386
P07438,0.006159306816995511
Q9BXX3,0.025628980060549117
Q4V339,0.007934022340536591
Q8WXF7,0.031788286877544626
Q01970,0.045046455788704455
Q96DR4,0.013310366426558095
Q86UL8,0.060862302954379374
P47870,0.07057104081845704
Q6L8G5,0.008664787556112328
Q3KRB8,0.03789539617914187
Q9C030,0.015554859588683578
Q9NPH6,0.007255454640359119
P32519,0.030796534084977553
P26715,0.01993945088213801
O95861,0.01764276020461426
A6NHN6,0.0007829627309740056
P02042,0.022549326652051362
Q86WK9,0.012266416118592754
Q9HD36,0.013101576364965027
Q8N357,0.012423008664787556
P49848,0.042801962626578975
Q9H1H1,0.0057417266938093745
O60427,0.042749765111180706
B7Z1M9,0.0065246894247833805
Q9UGK3,0.012109823572397954
Q3ZCV2,0.004541183839649233
A6H8Y1,0.03152729930055329
Q9H7R5,0.008977972648501932
Q86VW0,0.017016390019835057
P43686,0.082680864390855
P01571,0.014563106796116505
P51993,0.01430211921912517
Q10586,0.012109823572397954
O75427,0.04405470299613738
P57737,0.014041131642133834
Q96HZ4,0.02698611546090406
Q6UW10,0.008716985071510596
Q9NZT1,0.051362355151894766
Q9NP97,0.030848731600375823
A6NF89,0.005950516755402443
Q9Y3B6,0.011170268295229147
P10275,0.11937571771583673
Q96T58,0.03559870550161812
Q5GAN4,0.0009395552771688068
P17019,0.01341476145735463
Q9NRS4,0.026203152729930054
Q5T8P6,0.02348888192922017
Q16254,0.05861780979225389
P36896,0.060810105438981105
P42702,0.03351080488568744
Q9Y4P8,0.03585969307860946
A8MTY7,0.009708737864077669
P10620,0.03773880363294707
Q6N075,0.007516442217350454
O95832,0.037999791209938405
Q96L50,0.0460904060966698
Q8WWP7,0.011379058356822215
Q86VQ0,0.02275811671364443
Q96T51,0.0418102098340119
CLLU1,0.0030796534084977555
P42081,0.07453805198872533
Q96S96,0.03753001357135401
Q9H2D1,0.02134878379789122
Q9H4D5,0.024115252113999373
Q02742,0.024480634721787242
Q6PII3,0.005846121724605908
Q02383,0.01252740369558409
P14778,0.05172773775968264
Q6P6B1,0.005271949055224971
A6NLW8,0.015868044681073182
Q15139,0.04400250548073912
Q86VZ5,0.019887253366739743
Q9HBM1,0.026568535337717924
Q96F46,0.0277168806764798
Q8N614,0.008977972648501932
GATD3B,0.017694957720012526
P00797,0.07803528552040923
Q7Z4N2,0.024063054598601107
P54753,0.05814803215366948
P51826,0.02646414030692139
Q9UDX5,0.010909280718237812
Q6IA69,0.04290635765737551
Q00403,0.05981835264641403
P54821,0.04770852907401608
Q9BW27,0.03319761979329784
Q02487,0.03617287817099906
Q8WXS3,0.027455893099488465
C9JH25,0.0039670111702682954
Q5EBL2,0.015920242196471448
Q9NY26,0.02046142603612068
A6NCI8,0.0032884434700908237
O14718,0.009604342833281135
Q9Y5H0,0.011065873264432613
P0C5J1,0.010074120471865539
Q8IZC7,0.00845599749451926
GJA9-MYCBP,0.0015137279465497443
O94811,0.05240630545986011
Q9UN72,0.012214218603194488
P62316,0.09557365069422695
Q9BXS5,0.036590458294185196
O43837,0.059244179977033094
Q96RU2,0.06383756133208059
Q15311,0.028030065768869402
Q14676,0.057782649545881616
Q9NQ92,0.009708737864077669
P49448,0.04374151790374778
Q9BRS2,0.03424157010126318
Q5K4L6,0.016494414865852385
Q9BRQ4,0.009656540348679403
O00233,0.044420085603925255
Q8NH48,0.003549431047082159
S4R435,0.058513414761457355
Q86Y25,0.010543898110449942
Q9NRC6,0.046612381250652465
Q8IZ16,0.004123603716463096
P02652,0.031631694331349824
P09471,0.13247729408080175
Q659A1,0.014197724188328636
Q8N158,0.025628980060549117
Q9ULV0,0.07699133521244389
Q9H2X3,0.018791105543376135
Q9UBF8,0.11112851028291053
O60341,0.09051049170059505
P48058,0.06284580853951352
P51787,0.07474684205031841
Q92766,0.035076730347635456
Q8WV44,0.02542018999895605
Q8IXH6,0.014145526672930368
Q8N988,0.00600271427080071
Q13319,0.055120576260569994
P25089,0.02453283223718551
P00156,0.0554337613529596
