node,biogrid_closeness_centrality,string_closeness_centrality,intact_closeness_centrality
Q8WZ79,0.3038736918697262,0.0028870536335238,0.7009229110411653
P10275,0.391127792053932,0.0031798618707042,0.949229644639373
O14798,0.2851762509897188,0.0027913116454722,0.6863395773969863
Q9NYZ3,0.5830187775023408,0.0028842054298577,0.8400001031061883
Q9NX20,0.4788648927485209,0.003020756466292,0.8462864650433717
Q9BT40,0.3011857315562458,0.0029394539685773,0.7268765077683141
O00311,0.4778739264292086,0.0030667235681179,0.7612132905979869
Q5T4S7,0.5837826953264003,0.0030497526115436,0.8419463550195483
P36894,0.3102640797789108,0.0031757903918664,0.8170852980568665
Q08554,0.604152397382053,0.0028508546760534,0.8134354646294494
Q96AE4,0.6036616326942842,0.0030483642609124,0.8996289138822366
O95274,0.3077894171994364,0.0027876460629483,0.7535854204445268
Q9NVI1,0.5910805850301951,0.0029020826586094,0.903025167100227
Q96RT8,0.2788785855313728,0.0027367398540062,0.729176634570303
Q99567,0.5443525600647856,0.0028371810818459,0.8459508422508419
Q13472,0.5316528948975935,0.003026217583433,0.7647056121849901
Q13509,0.5290060779938427,0.0032274340315886,0.927311164879628
P68036,0.6029577627093837,0.0030796028633651,0.8291467581765544
Q02241,0.5238663054820607,0.0031452689707346,0.8485230742348522
Q08378,0.6041787324270667,0.0028600522596249,0.8633652141958804
Q7L2E3,0.6031702156786163,0.003090796627905,0.8552062213833369
P02649,0.2719518202434262,0.0031828483053301,0.7566407900958978
Q6PL24,0.2753998046689911,0.0026453218274675,0.8290166907863401
Q9NRH3,0.2994424917515439,0.0031482621454918,0.7955714608139718
P61803,0.273680948968289,0.0029846244635761,0.8129682740816991
Q13395,0.5431534929460777,0.0029326411006328,0.7440334829727353
Q04941,0.6031733783885592,0.0028881948390288,0.7573979907191533
Q59EK9,0.3070848386785161,0.0029417929458698,0.6861144986950326
Q9H081,0.271639158146538,0.0027140644297758,0.7509568805396752
Q9ULV4,0.6038904466945129,0.0031332099980112,0.8195511367738473
P08648,0.535929569480344,0.0030476392885532,0.862071381261807
O60783,0.6038094265281091,0.0030064488469002,0.8599971887873025
Q14344,0.3028389040750173,0.0032360967180425,0.8742295364565954
Q9H074,0.5487231450775987,0.0030129543827886,0.8294421491698964
Q9HC98,0.4416936869438584,0.0030053730573435,0.807147968477736
Q15050,0.5887899814418944,0.0030079791994423,0.8232189088039369
P10515,0.6039817617349893,0.0031275160685565,0.8978920468158529
P58546,0.6026991403314843,0.003104352623865,0.8020404215737962
P46821,0.2779586579482134,0.0031725870461803,0.9007696666206356
Q9BTD8,0.5099578449724418,0.0028626210838811,0.7508228712141634
P62314,0.5497349363788208,0.0031269198452176,0.854803681299022
P30520,0.5550726414374776,0.003062357286206,0.8211899208968034
P30304,0.2714919588820454,0.0031198245159777,0.7995221120991418
P09493,0.6040692515402724,0.0031643039819556,0.8459639621628532
Q9BZQ6,0.2952189815255774,0.0028122103183369,0.7397751598871074
Q96L46,0.301558939067313,0.0027732216054199,0.6962437586103631
P20333,0.3091629095962125,0.002998936330913,0.7536043840967237
Q5BKT4,0.2756004696658691,0.0027587267521327,0.6483091899119452
Q9BTE1,0.3019703139024978,0.0029128799835061,0.7529493899539105
Q9H8M7,0.3030088670741047,0.0028423817847807,0.722305850320999
Q6P1M3,0.3088084295738096,0.0030905632800816,0.8163014023359235
P45973,0.5899649443915242,0.0030559347071906,0.8212649883604357
P62714,0.3261000166856854,0.0032124007589837,0.8988918824647883
Q9UIJ7,0.5471274590314799,0.0030186279502447,0.8631578424426888
Q9BUE0,0.3009280331410505,0.0027704888991724,0.8086175863278143
Q7KZN9,0.6042450940674368,0.0029191634900688,0.8297012397280206
Q9NXV6,0.5226289847228505,0.0027962290753528,0.7786835979603483
O14975,0.3118168424426663,0.0029665962929779,0.7377657791392565
P55854,0.550680153393967,0.0032152074377726,0.772256350763827
Q9BUR4,0.5029264079765845,0.0029039548536426,0.7382486330183022
Q9BVC4,0.3027720771348865,0.0030437274874107,0.7516650068651206
Q7Z5J4,0.2678102917321904,0.0030170800938857,0.7793380176998539
Q9NUQ7,0.2832948895784715,0.0027196719244908,0.8176180696584736
Q9H9C1,0.2732701239650376,0.0027106942959962,0.8214315104759526
O95602,0.5518217642793878,0.0031213453555691,0.8479944763279955
Q6P1K2,0.3028846829920476,0.0028656338139405,0.811054470981727
Q969H6,0.260957903154991,0.0026509566787628,0.6653286208087076
Q99720,0.5502988022363585,0.0029269374804443,0.8696572999718908
Q15738,0.2867504208772229,0.0030049346617283,0.8891484054170831
Q8N6S5,0.2940919899052542,0.0023889088193231,0.6979242795213533
Q9UHR6,0.4962262672142368,0.002818097664927,0.7636636815126792
Q8WVY7,0.4933561289034008,0.0030732857865425,0.7157075271731432
O15357,0.5323105375268414,0.0031242269136542,0.8861130332717548
Q9UF02,0.2903252693345244,0.0028171354417489,0.7135544626820076
P46937,0.5185896910234015,0.0032151243423075,0.8840879743988531
P01024,0.2751711847126644,0.0030598364286,0.8155355569380589
O43719,0.4905166127328578,0.0028976099179993,0.8889098392819885
P13501,0.525389567686659,0.0030594220633867,0.7312259004689085
Q15084,0.603453214234787,0.003109206370124,0.8757077437476632
O60701,0.5380834925523026,0.0030656410098853,0.8528376047657009
Q71F56,0.2535682965763188,0.0029597769738991,0.8161439314023329
O95897,0.2803644569399514,0.0029227614741043,0.7411936109049885
Q6NZI2,0.3062409965311171,0.0030171589695357,0.8963422708225202
Q9Y5X9,0.3091455672525832,0.0028774117172446,0.7241071485148955
Q92624,0.2824171778443602,0.0030637848729819,0.7392030016650195
Q6B0I6,0.1938394872038163,0.0029100133288271,0.7460465845716151
P23368,0.273515726175565,0.002985516086147,0.8238872458258392
Q5TZA2,0.590183548329729,0.0028477277264302,0.8300398783873928
Q96EF9,0.2988183134733918,0.0023271712733919,0.6244635071004645
O94826,0.5532351626473087,0.0030606728304018,0.894758519613434
O43309,0.3087342176872193,0.002845696496769,0.7041005977317231
Q9NZH0,0.3082771936486568,0.0029858897306153,0.709247108872095
Q9UNL4,0.399269484466307,0.0029968548510473,0.7484162885964709
Q9BST9,0.2912070664123304,0.0028680022832639,0.8419310388282201
Q92547,0.3077199325815137,0.0030225159929244,0.7808401398330435
Q5T5Y3,0.1911100891201363,0.0029383070547743,0.822814437252351
Q14774,0.3096133403469741,0.0028885623755628,0.7506258204370487
Q13043,0.291466407594023,0.0030435379388966,0.9140030565343864
Q96ST3,0.5421120294946004,0.003219357415722,0.8867417186699365
Q9NQZ7,0.2950599822831266,0.0027342802789999,0.7014125194695147
Q9UI08,0.3061778691241434,0.0029938042410195,0.7692051378426009
P22234,0.6039782258080887,0.0031407834285721,0.8752154559420663
P56282,0.5013058444876243,0.0029012594991715,0.7201380901873685
Q13751,0.3108587084614813,0.0029471012402653,0.79605371631065
Q9UHF4,0.3074707579754688,0.0027278144379951,0.7303258793487117
O94880,0.2718458657174272,0.0028879854198794,0.7701806859514201
P25311,0.2886157032437462,0.0029166596254563,0.8049881080470859
P42226,0.5477251288856528,0.003073310930258,0.8018231512298878
Q15051,0.3099307682261041,0.0031117026201127,0.8674568088663561
Q9Y2H6,0.590052580651032,0.0028555739587395,0.8342085842036329
Q9H2C2,0.2817662576275175,0.0027963960092605,0.735208738879745
Q9NQ11,0.2652812651722501,0.0030786972087314,0.7164021176719706
O60568,0.5231945394395433,0.0029299321365441,0.8452920902735931
O75717,0.5022498719134834,0.002976714873972,0.7572215004174837
Q9H2J7,0.5907641337279237,0.003033431877382,0.861137656071939
Q9P258,0.6037502182330277,0.003145332486172,0.887763818223064
P52434,0.6032647893944753,0.0030074984953088,0.8414857206676765
Q9ULX9,0.3126008340660454,0.0028583701322253,0.7402839707653216
P04350,0.5286086716749988,0.0032619161331021,0.9021621113364008
P20042,0.5838892550079656,0.0030820969069955,0.8537047316102262
Q8IVL6,0.3700223009229085,0.0028837695465024,0.7107607780953448
Q9H4P4,0.2826155231768734,0.0029652871946739,0.7463634041136269
P33527,0.5401324565168795,0.0030969096049298,0.8162115361326334
Q49A88,0.2694697040682177,0.0026020116084106,0.7996372271420661
Q9BXR0,0.2999872770930195,0.0029620046144686,0.7240312858065316
O00505,0.5374643082322793,0.0031172477621324,0.879214369702582
Q8WXW3,0.2782524827120095,0.0027083211109234,0.810614963489148
Q9ULC4,0.551122668327256,0.0030608762561128,0.836195811884043
Q04446,0.5517015507028198,0.0030162478745512,0.812081700299582
Q9Y3R4,0.2728370206435786,0.0028476782013637,0.7084782286360138
O14653,0.4745413768542875,0.0029842306820598,0.8803125318634479
Q8WYA0,0.2871089174768473,0.0028666406108317,0.7844887118768319
Q8WVT3,0.5264457902025217,0.0026561069385975,0.7420124701062788
P29597,0.3047411198776745,0.0031153357189712,0.8237326103321773
Q96HW7,0.4913419406471263,0.0027231441668739,0.7883179945799318
Q96GX1,0.3130761017147441,0.0026662161274484,0.8473254876127548
Q13882,0.2498523045461838,0.0030773115496041,0.8309887250706484
P49184,0.334383458437655,0.0025989459332967,0.7238741186623189
Q9Y4W6,0.5842752367117757,0.0030995776950777,0.9107073966733892
P43358,0.2898566225031955,0.0028024054052868,0.7053795591151986
O94832,0.6041420028109131,0.0031434209174824,0.8717341243436094
P00738,0.2698214253714896,0.0030038203929269,0.7995375983752259
Q92626,0.5045431651249386,0.0030266784692065,0.7443914037286823
Q86W42,0.549881703148787,0.0028225293770383,0.8236664192029594
Q9NPG3,0.2889690975471725,0.0028683196060829,0.7810641602515226
P00558,0.5492662974097726,0.0032035557160844,0.8836593269240451
P10636,0.2807585560443548,0.0032191037120006,0.8279942271149754
P14635,0.5835110451642432,0.0032415865195482,0.8603018901919022
Q96BI1,0.2735024220068128,0.0029622578843559,0.6958637283014178
Q14137,0.5898976509116926,0.0030479350550236,0.8031027809515587
Q13409,0.5553582859167762,0.0030409504501901,0.8820833578610678
Q9BWE0,0.5813382570968478,0.002890313376774,0.7928061906032511
P51812,0.5017478289250219,0.0031001986535059,0.8791784356618607
Q99856,0.2810404307780452,0.0030457375730949,0.8337472725475995
P49720,0.576295898309841,0.0030983716001687,0.8319388372181455
Q9NVU7,0.5373649512733617,0.0030143495500031,0.8305228373353528
P67809,0.5498992714339493,0.0031320287954391,0.8891748056331028
P62318,0.5528008335263286,0.0030982538481952,0.8587515666020562
P15531,0.6029688406139502,0.003124793568386,0.8777843403762542
O75344,0.4345540176958588,0.0030763286960383,0.7795755016579207
Q9ULW6,0.2996656077861319,0.0031032659614584,0.6973513179135588
Q14498,0.3109343995989252,0.0030279380149889,0.8133518591430333
Q9BVW5,0.2908720308352097,0.0029688567576978,0.7211568298493827
P22314,0.6032098396253497,0.0031553664700066,0.9020566096336008
Q96Q05,0.5762632666646408,0.0030393285111478,0.8099117106466824
O00401,0.5091862500219153,0.0030413559640612,0.883945727835669
Q9UKD2,0.5902961062937113,0.0030696010159581,0.8675129788884001
P14866,0.5833073754383437,0.0030562369615791,0.8427877443200203
Q8WU90,0.5247417888844399,0.0030115074860121,0.8933893405474662
Q9NR50,0.5559871672533634,0.0030510882899715,0.8347151115435558
P05164,0.2694235029834991,0.0030552845754058,0.7860253370030198
Q9H582,0.3077047519875892,0.0029289018926411,0.8088916739502369
P33981,0.5834463667062217,0.003086445609411,0.8895497543407385
P55735,0.5763239594245648,0.0030888177799045,0.8687219021619556
Q9H2H8,0.5564748686157274,0.0030638157411809,0.7901683952474192
P05423,0.4897446920442308,0.0028639566761897,0.747088835517653
Q2TBA0,0.2899246704077484,0.0028739076398269,0.7014949928804147
P60321,0.2787185285156375,0.0029876782832842,0.719259720805366
Q92989,0.3002683316993025,0.0028008993053453,0.7502994751728238
Q9NRX5,0.3068241522368127,0.0029489634450444,0.743326993726079
Q9UBQ6,0.2718880684134879,0.0026817442339979,0.6402706751705489
Q9UI09,0.5504276273575128,0.0029249993702044,0.8454656914267218
Q9Y463,0.1877450674353245,0.0031482000636936,0.808408291400381
O95498,0.2973619818463481,0.0030613736871751,0.7008617982460251
Q03154,0.5548608846743652,0.0030080500430999,0.711606231960183
Q96I51,0.4979420502741802,0.0030783350960087,0.7741042182542142
Q9NVP1,0.5897620099168558,0.0031479015879009,0.8844550591223431
P11047,0.5013732383949582,0.0030834913465721,0.7476681470905135
Q96QG7,0.5896908051658162,0.0029694715447343,0.7989106747297543
P78364,0.2756129730798284,0.0028574705672924,0.765951237202345
Q9H5Z1,0.2773872032675044,0.0030668728110631,0.8090322158845845
P24390,0.568951673151612,0.0029867886285015,0.7677987381153365
Q8WVV9,0.5196547560294669,0.002880243914173,0.7536233487034177
Q8N4L2,0.3035263646884458,0.002618311231623,0.6848586236585382
P09884,0.5761415628388572,0.0031001866131747,0.7996058288430153
Q96FN4,0.5337042535418246,0.0027513654861176,0.7896164867081659
P57740,0.6041660643224458,0.003059532973263,0.8648098173038012
O75396,0.6010918742487059,0.0030168672452433,0.9059100432930488
P0C862,0.2961195931622681,0.0025900792044003,0.7085771650258481
Q53GS9,0.5554141675448604,0.0029462206316027,0.810382273491091
Q9NUL5,0.3694961981626218,0.0023923355353609,0.6882534527465554
P68400,0.5380966048536983,0.0031992705703178,0.9239642873159224
P42765,0.5489579502156037,0.0029297712811762,0.8662504189851645
Q13144,0.5492315967608186,0.0030786150828034,0.8232579577978606
P10244,0.2576779636632357,0.0032026179956104,0.7887853831465682
Q5J8M3,0.5900134826181096,0.0029127413658078,0.824949042214353
P10586,0.5447871137200316,0.003171418497127,0.8205387350431863
Q52LW3,0.5904242795201003,0.0030646302983767,0.8025697736214279
O43324,0.6039760836385791,0.0031575345716907,0.8401082231802577
P20645,0.5907392401546768,0.0028396045838018,0.8757388753454823
O60906,0.2773381734681312,0.002942040963751,0.7149446634797167
P42685,0.2608425502627121,0.0031800386922966,0.7984900710026095
P42704,0.5762429589335962,0.0030225779854465,0.9121187752583672
Q8TED0,0.4962134269509962,0.0029929689133045,0.7906265212666719
Q9NS69,0.6038650035759059,0.0029686589387733,0.8866413367195416
P51798,0.2731028907158304,0.002965282604991,0.8569485406780345
Q96HP0,0.4537918308916313,0.0029964433071925,0.8449633326025319
Q96LT7,0.5764934989500585,0.0029442953700886,0.8049842895252367
Q9Y5N6,0.2921341904804089,0.0028890397901216,0.6933818866504887
O60231,0.5027013989575397,0.003096911106786,0.7846442807546776
Q07666,0.553618774427987,0.0030647538430602,0.9188121114275672
Q92575,0.5900067014491772,0.0028352227665517,0.8493871136832603
Q04760,0.6023229832314515,0.0030982007374681,0.7778281949868683
P35916,0.5973266857062111,0.0030331081854499,0.8536579695577389
P25445,0.3087303716400028,0.0029862159898632,0.7962442085329307
Q8IZT6,0.4278524322437109,0.0032177574256328,0.8547902857692211
Q9H977,0.3046218199622899,0.0023894153315952,0.7183010533344303
Q7L014,0.554628120723674,0.0031560157039704,0.8527899853200255
Q9UKG1,0.5910144822690322,0.0030681896255857,0.8768530341492505
O60645,0.422304538554063,0.0029791348597343,0.8885566240466053
Q13242,0.590036343922812,0.0031135489761513,0.8383609260174788
O95425,0.5830617319450054,0.002968571998795,0.8286959723437195
Q86UE8,0.4691366550199721,0.0029765580901926,0.8433997470125295
Q8N568,0.1878708254622269,0.0031045734687474,0.7957799656266947
Q14566,0.6040827807004369,0.0031510531800669,0.9034172340078276
P50552,0.3115055256392287,0.0030725848862118,0.8595267548999614
O14656,0.4263914610038844,0.0028722186532295,0.7862984885479147
P02745,0.3038430163958429,0.0030305930442527,0.7760457200436587
P25103,0.3104421106219182,0.0029715174514995,0.7163261809183903
Q9NZ43,0.2829885728381383,0.0027553692882322,0.8845324059255018
Q9ULJ3,0.2706980575371707,0.0028747761724601,0.854082355815309
Q9UMS0,0.279011403483047,0.0029582445587169,0.7020547778039519
Q14088,0.2974824718795936,0.0029742923519172,0.6684680581103836
Q9C0C2,0.541386313980911,0.0028292269570776,0.8506435985976915
Q8N3Y3,0.2979145562415123,0.0026234854670983,0.6671526014594489
O00626,0.3344431896110873,0.0028530092635682,0.7128727005812451
Q9H6K4,0.2016237704972764,0.0028466567607726,0.8362310652762462
Q9P035,0.5776039766309632,0.0029907378917499,0.8815681032213895
P38484,0.2972233499311337,0.0028803209938686,0.6763664876081921
O75791,0.3683472397699402,0.0030506058536983,0.7576125183818692
P53582,0.4689965808529761,0.0030887993537995,0.7527872106780508
O75342,0.2963553552472935,0.0027290089031102,0.7076880589416745
Q7Z7A3,0.3020383987122231,0.0030383572380479,0.7227211332381672
Q12906,0.464415294839288,0.0030890334314746,0.874527382445197
P42336,0.590280519796845,0.0032412245596101,0.8284357116963105
Q8WVS4,0.2905227978122394,0.0028120006288031,0.7204988760480551
Q13247,0.5484818146230493,0.0031413066576418,0.8456693307890653
O75955,0.603908440289398,0.0029744114909971,0.9041322695840418
Q9UHA3,0.4945361139713086,0.0030422122431337,0.7416507103637678
Q9Y679,0.3765709169952642,0.0029339911713788,0.8495335752958222
Q9NWU5,0.5401783436599489,0.0030167774587295,0.8827155192662466
O43889,0.2931579502518748,0.00292911952728,0.7435347092453289
Q14807,0.2718978088875365,0.0030849074149367,0.8519308924663334
Q9HBM0,0.5902334434796281,0.0028071378491064,0.8443201195576564
Q9NVD7,0.511307623567848,0.0029706654923353,0.8273676159409933
Q14108,0.2943876737691824,0.0029703536748862,0.8485683324697709
Q04724,0.2603841882632345,0.0030594504008282,0.860671794072629
Q86X95,0.29829091367162,0.002640660156769,0.7525857900352376
Q9Y251,0.2807817289313443,0.0029039808244498,0.7861924427415262
O15118,0.2956225457027062,0.0030580629713875,0.6964987192173973
P0C7P0,0.5900399656160169,0.002870687357153,0.7591010204201953
P78310,0.2955369261042217,0.0029337584358188,0.8335720805688983
P53673,0.3129329589334873,0.0026903891262105,0.6957236215317567
Q96MX3,0.3109773468685921,0.0027196522343012,0.7316876097228542
P33764,0.2724944272806783,0.0028144883714678,0.7150929543985132
O00233,0.5104639567521134,0.0030375782583092,0.7973133179900302
Q9BZE4,0.5619262387402171,0.0031103840523897,0.9130981549517382
Q96HJ9,0.2853121004734505,0.0030525326237631,0.7795301417829482
P46013,0.4906997434509634,0.0031216123670467,0.9085863377452444
P42224,0.552762026029536,0.0031509205069366,0.9082097544561284
O43242,0.6040972316190508,0.0031022162272885,0.8945488932895393
P07099,0.5556029925299327,0.0030449601284738,0.7202960169201358
P61981,0.6037948160126196,0.0033018083424174,0.9334998517626796
O75962,0.5906573245188054,0.0031422696279909,0.7794000598439033
Q9HCK5,0.3089484870017086,0.0031022026642865,0.780250554660802
P53355,0.2686015344389823,0.0031306208149516,0.789904396050471
Q14152,0.6041491521602266,0.0030564778328777,0.872960337792336
Q9Y5L4,0.6034633344850481,0.0030088550613879,0.8407700250524421
P08581,0.5971453950490974,0.0032241490412456,0.8465275652155946
Q6PJT7,0.603920815231454,0.0031575241635148,0.8278183034343897
Q8WUY1,0.5903969429650343,0.0024588920431136,0.787228219758629
Q9H1I8,0.5133751106134763,0.0026678267447194,0.7967272802277546
Q9NWB7,0.2884851762425331,0.0028331058429295,0.7767822223771763
P13010,0.6039384651699403,0.0030880102256691,0.8722867642094119
Q27J81,0.5902753876809919,0.0031378810278255,0.8054406471526985
O43617,0.5902422996545832,0.0028409440570691,0.8588930645562336
Q9HCD5,0.6041398084961973,0.0031036173715092,0.7812011915046712
P28331,0.6034887938222235,0.0030380455018594,0.910788317159972
Q9H7Z7,0.3120097457316755,0.0029552300692422,0.7899897882492761
Q5VU43,0.3064145475941455,0.0029772251136817,0.8388282800956879
Q14191,0.2718859175593144,0.0030406903024072,0.7770719169561255
Q9H2C0,0.2887452245581086,0.0028329659162762,0.7317959400558389
Q9NQG5,0.5458644093323748,0.002902492434703,0.8391130918690418
Q13573,0.5497479282006277,0.0030979216855488,0.9196835194934908
O75461,0.3000164802929084,0.0030321552802836,0.8006957440734485
Q5T1C6,0.2813341473812225,0.0027906399506372,0.7730044536324134
P25490,0.3069570186725963,0.0031289846250534,0.874604004219822
P31152,0.2975349850476192,0.003237522955268,0.7524771492609377
P10606,0.5515038016426509,0.0029866256601934,0.8138246945393061
Q86WX3,0.3064344490748513,0.0026717891531887,0.7827173306259041
O75044,0.5906047364557844,0.0030862188840897,0.8760096126920044
Q2TB10,0.3140663472259213,0.0028429929750263,0.7425673248157177
Q9BRI3,0.2954469995983246,0.0028591413949738,0.6444558357694352
P62633,0.5832877297472545,0.0031247578916121,0.8316792532955887
Q8NG41,0.2977476785774368,0.0026743816766187,0.7228449559700765
P50570,0.5904327844917587,0.0032056596843701,0.9049985645332388
Q01151,0.3012176178498755,0.0028996036088395,0.7164135431786477
P43003,0.590619364000024,0.0030870618142313,0.8421334431710024
P26358,0.5415040589648225,0.003187729620361,0.806027242010484
Q12962,0.3303834465288601,0.0028890162641753,0.7911454171343287
P29558,0.3056270193624192,0.0029679079270004,0.8269989108001661
Q9BZJ0,0.6041696549133102,0.0029784970794155,0.8338132730337579
Q8IZJ1,0.590371524054666,0.0029906109054114,0.8489154727311055
Q9NP92,0.589995262451922,0.0027442202778942,0.7773796328092202
Q9NVV4,0.2904482114880411,0.0029971989847258,0.836860632442472
Q7Z398,0.3103811694986255,0.0026442980236225,0.7197288220950612
P02794,0.5049291013961393,0.0031241576246617,0.8013759283116643
Q9UKA2,0.289722823136561,0.0030028655594612,0.7239506347520142
Q9H000,0.2906697912647608,0.0028822597349608,0.8243319239868888
Q96EA4,0.5483106201746301,0.0028916793052483,0.8299952217881718
Q9UHA2,0.291123666063713,0.0027493486118932,0.7752126252528003
Q07817,0.2775254386211468,0.0031575127146006,0.8045606586671074
Q92643,0.5624405244983272,0.002907705175876,0.8770937344408113
Q9NUQ8,0.5364105600592335,0.0030904934820237,0.8319057573103176
O15550,0.2717448224964904,0.0033421991104914,0.8299099816222577
Q6PKC3,0.2921789512145811,0.0030674306369681,0.7286913165160208
Q12893,0.2154975952591713,0.0027195422061367,0.7654675391400164
P13612,0.2764410126007637,0.0030073063510862,0.7929391396759297
Q15768,0.3005279671489498,0.0030152262788978,0.863333492061972
P51532,0.5519640301197308,0.0032214984491136,0.8761568555565117
Q8NBE8,0.2852536662503999,0.0027741745462317,0.7373141663412024
Q9NR55,0.2887698067545806,0.0029628850625464,0.7435314514859809
P46059,0.3124453557693817,0.0029493325360888,0.7203187776642015
Q9UBX5,0.2928347751158391,0.0030241887745421,0.701240225523352
Q8IXB1,0.5901629243674967,0.003245746078565,0.8932310251716454
O75083,0.5488134370597024,0.0029995664579015,0.8557136455781572
Q9NY12,0.6039833087093853,0.0029482455030715,0.7986742133496534
Q5T3F8,0.2779002931574697,0.0028327547956329,0.7697762025305029
P55011,0.5763350912644069,0.0030135752457083,0.8502505479167466
P49796,0.311471669341086,0.0029591799064918,0.7002441926963915
O00483,0.6028132706067147,0.002911833369811,0.8950694714902457
Q15904,0.3101077220171303,0.0029468519152307,0.8379975328461458
P14314,0.6035390045620184,0.0029344841715075,0.8845062806578714
Q14012,0.2857710644824274,0.0030678299802796,0.8243114582592861
P43487,0.603429290502462,0.0030675111849354,0.8959573705597856
P43361,0.3151311630907855,0.002666265478932,0.685646930667216
Q8IWZ3,0.3050446096974992,0.0031776993774973,0.8494376608548908
