node,biogrid_clustering_coefficient,string_clustering_coefficient,intact_clustering_coefficient
P50150,0.1794871794871795,0.1595447755326676,0.1794871794871795
Q7Z7L8,0.0,0.106060606060606,0.0
Q6ZMI0,0.0206349206349206,0.1069412662090007,0.0206349206349206
Q8NI17,0.03,0.2172984020810107,0.03
O14525,0.0,0.2824016451106662,0.0
Q9NZ53,0.051051051051051,0.1448698017877963,0.051051051051051
Q5VW32,0.0454545454545454,0.1692363504444041,0.0454545454545454
Q5FWF5,0.0,0.2793273353584977,0.0
Q9UN30,0.0541310541310541,0.1887445887445887,0.0541310541310541
Q9Y271,0.0,0.1788671023965141,0.0
O14627,0.0,0.2015487938596491,0.0
Q96FN5,0.0,0.2179342593866043,0.0
Q8TED0,0.1077694235588972,0.2632881898936944,0.1077694235588972
Q9H9B4,0.095228301110654,0.1319117058238507,0.095228301110654
O60271,0.0181134654818865,0.1273153235336802,0.0181134654818865
P50616,0.3071895424836601,0.1239526184538653,0.3071895424836601
Q9BWD3,0.0,0.1117283950617284,0.0
Q9BQ90,0.0125874125874125,0.0849394507931093,0.0125874125874125
P0CG39,0.0363636363636363,0.20862711531946,0.0363636363636363
O75717,0.0348432055749128,0.3039746246951184,0.0348432055749128
Q9GZV8,0.2967032967032967,0.2508673014575207,0.2967032967032967
Q5BJD5,0.0416666666666666,0.1069183578348009,0.0416666666666666
O95714,0.0164473684210526,0.1388995933935091,0.0164473684210526
O75396,0.1684726522187822,0.1696954126463525,0.1684726522187822
O60811,0.0,0.1616777041942604,0.0
P31267,0.0,0.3628624634211226,0.0
P01042,0.0476190476190476,0.2146718146718146,0.0476190476190476
Q8WWY7,0.0,0.2239762068176618,0.0
Q9H267,0.0857142857142857,0.180434615088233,0.0857142857142857
Q9BXJ3,0.0,0.397995110596437,0.0
Q92882,0.0116959064327485,0.0914713711571585,0.0116959064327485
Q9H2A9,0.0346752865119012,0.086011380190099,0.0346752865119012
A6NK44,0.0,0.1798941798941798,0.0
P83105,0.0,0.13005313005313,0.0
Q9Y6L6,0.0109890109890109,0.2374055799220273,0.0109890109890109
Q7L523,0.419047619047619,0.2008505997818974,0.419047619047619
O14936,0.1091219096334185,0.1263365993837205,0.1091219096334185
A8MXD5,0.0,0.1730060858424087,0.0
Q6NSI3,0.0,0.0919900497512437,0.0
Q9NZH6,0.0,0.4614842912245323,0.0
Q9NUG6,0.2291483757682177,0.1291567264806555,0.2291483757682177
Q9P281,0.2363636363636363,0.122822406894429,0.2363636363636363
Q969S3,0.0611664295874822,0.224069427692387,0.0611664295874822
Q96P48,0.0439560439560439,0.179821683441769,0.0439560439560439
Q96HE8,0.0,0.1563618103069487,0.0
Q5DT21,0.0,0.2117595048629531,0.0
O60347,0.6666666666666666,0.1943566815697963,0.6666666666666666
Q8N8W4,0.0473684210526315,0.1138911562359447,0.0473684210526315
P20309,0.0101596516690856,0.1827578872740163,0.0101596516690856
O95864,0.163076923076923,0.1749217772215269,0.163076923076923
Q9UHY7,0.0441176470588235,0.224519706872648,0.0441176470588235
O95198,0.023759608665269,0.1023995148995149,0.023759608665269
Q04917,0.0097636176772867,0.1461522486082888,0.0097636176772867
Q5VTL7,0.0,0.0832202623247399,0.0
O94778,0.0,0.1199864810888868,0.0
P02100,0.1666666666666666,0.1466025781079309,0.1666666666666666
Q92544,0.0406779661016949,0.0880635207345525,0.0406779661016949
Q9BYE3,0.6666666666666666,0.1904227459783015,0.6666666666666666
Q6DKI1,0.3461590570383417,0.3252486948832622,0.3461590570383417
P54274,0.031578947368421,0.1895767906135076,0.031578947368421
Q9C026,0.0285714285714285,0.2169532284932205,0.0285714285714285
Q96MR6,0.0,0.144116836594103,0.0
P35222,0.0815904139433551,0.1115434368151285,0.0815904139433551
Q8IZE3,0.0993179880647911,0.1632428327321055,0.0993179880647911
Q9Y320,0.0444444444444444,0.1038249665432137,0.0444444444444444
Q8WZ71,0.0,0.0903820816864295,0.0
Q8IZ81,0.0,0.1129000149305728,0.0
O43150,0.1111111111111111,0.1425012031169619,0.1111111111111111
P32246,0.0077634349537672,0.3421376713855104,0.0077634349537672
Q13061,0.0404040404040404,0.1702534459759893,0.0404040404040404
Q8TAZ6,0.0,0.1438807055828332,0.0
Q15170,0.0146892655367231,0.1328406868072158,0.0146892655367231
Q99572,0.0,0.2620292942743009,0.0
Q8TEY7,0.1148986188657067,0.1762311446317657,0.1148986188657067
Q9BWN1,0.0523076923076923,0.1247213779128672,0.0523076923076923
P49773,0.100067957866123,0.2203283442990082,0.100067957866123
P51571,0.1279746166049709,0.1357230769230769,0.1279746166049709
Q9Y6F9,0.5,0.3598880220520989,0.5
O15305,0.0666666666666666,0.1664351566036959,0.0666666666666666
Q8N448,0.0,0.1573759431868619,0.0
O60237,0.0359848484848484,0.1825962769624741,0.0359848484848484
P35219,0.0326086956521739,0.1173944390457979,0.0326086956521739
Q8WW27,0.0,0.2049062049062049,0.0
P50454,0.0655200655200655,0.1921548878070617,0.0655200655200655
Q96S37,0.0,0.2038561491417811,0.0
Q9NYF8,0.1279220779220779,0.2299666125753082,0.1279220779220779
Q6PRD7,0.0,0.2293080054274084,0.0
Q8TAQ2,0.0526315789473684,0.1989270088170608,0.0526315789473684
Q5R3F8,0.0512820512820512,0.2389014296463506,0.0512820512820512
P24468,0.0133654103180967,0.2057599064328487,0.0133654103180967
Q9P2F8,0.0695652173913043,0.092191844300278,0.0695652173913043
Q15166,0.1666666666666666,0.1458733491163026,0.1666666666666666
Q8TBE1,0.0,0.1300211416490486,0.0
Q9Y2G8,0.1612935323383084,0.2102092393477044,0.1612935323383084
P41250,0.1059907834101382,0.220345370111909,0.1059907834101382
P14207,0.0,0.257518897970147,0.0
Q03519,0.0097560975609756,0.1384219893217322,0.0097560975609756
Q9BT23,0.0,0.189469484244126,0.0
Q8IU85,0.02,0.1445634010764271,0.02
Q5T0L3,0.0292397660818713,0.151742993848257,0.0292397660818713
Q8TCG1,0.0102301790281329,0.2438621656650262,0.0102301790281329
O75970,0.0808080808080808,0.1487970016856101,0.0808080808080808
Q96FW1,0.0233333333333333,0.2222671723192014,0.0233333333333333
Q86TI4,0.1014492753623188,0.300436182789124,0.1014492753623188
Q9C002,0.1378743394010569,0.1335601067724942,0.1378743394010569
Q99613,0.0522273425499231,0.2933170238589441,0.0522273425499231
Q6UY27,0.0,0.1212094806552805,0.0
Q6ZUJ8,0.0,0.1876735034629771,0.0
Q01740,0.0,0.1933463796477495,0.0
A7E2F4,0.0394088669950738,0.1070019723865877,0.0394088669950738
Q69YH5,0.043076923076923,0.3534555310775019,0.043076923076923
Q9NS00,0.0,0.1308209065406762,0.0
Q9Y316,0.0199430199430199,0.0906939774217416,0.0199430199430199
Q68CZ1,0.1830065359477124,0.1516235553109521,0.1830065359477124
O00625,0.0918367346938775,0.144127659574468,0.0918367346938775
O14645,0.0,0.1508379888268156,0.0
A4FU49,0.0,0.1040441263317034,0.0
Q6P3X3,0.0499537465309898,0.2344801664306568,0.0499537465309898
Q8NB15,0.0476190476190476,0.0929289366954681,0.0476190476190476
Q9P086,0.0,0.233965744400527,0.0
Q8TF65,0.0444444444444444,0.1258172975521395,0.0444444444444444
Q9P127,0.0,0.2038259206121473,0.0
P41271,0.2857142857142857,0.102410800385728,0.2857142857142857
A6NFN9,0.0,0.246087246087246,0.0
Q7Z570,0.0,0.1244369369369369,0.0
Q9H9V4,0.0,0.2291617507409858,0.0
O43566,1.0,0.153877587505906,1.0
Q9NVV5,0.0,0.0760202815303336,0.0
Q4VXA5,0.0666666666666666,0.1210239651416122,0.0666666666666666
Q96SN7,0.0,0.2104860557768924,0.0
Q92545,0.0883058470764617,0.1122057468375638,0.0883058470764617
Q8N1V2,0.0,0.2175565533825626,0.0
P22223,0.1333333333333333,0.1980137151553394,0.1333333333333333
Q9P2A4,0.0,0.1637206469713498,0.0
P61927,0.2990506329113924,0.2347913524384112,0.2990506329113924
Q6P1K1,0.0,0.1762044407205697,0.0
P13385,0.0310204081632653,0.2482076586569361,0.0310204081632653
Q8IWK6,0.0,0.122867737948084,0.0
Q92630,0.0396270396270396,0.2006927424896624,0.0396270396270396
Q9H741,0.0213903743315508,0.0781175346392737,0.0213903743315508
P12319,0.0206896551724137,0.2998410434073772,0.0206896551724137
P00505,0.1157635467980295,0.2082458774735388,0.1157635467980295
Q8NFU0,0.0,0.151689708141321,0.0
O14579,0.0422832980972515,0.2181176928626229,0.0422832980972515
Q6UWW9,0.0,0.1666388657214345,0.0
Q9P291,0.0,0.0781262597758606,0.0
P24723,0.1777777777777777,0.185497890675463,0.1777777777777777
Q9BY77,0.0363636363636363,0.210687565507698,0.0363636363636363
Q04828,0.0476190476190476,0.2157316980846392,0.0476190476190476
Q9BYX2,0.0151515151515151,0.1906172057484461,0.0151515151515151
D6RBQ6,0.0,0.492063492063492,0.0
Q99750,0.0389610389610389,0.0773951973951974,0.0389610389610389
Q9NRX6,0.1,0.1247706422018348,0.1
Q8IXT1,0.0,0.2955347552554856,0.0
P49184,0.0239703989703989,0.104117540359151,0.0239703989703989
Q99880,0.1111111111111111,0.3020722836220991,0.1111111111111111
Q9UNW9,0.0,0.2136856032415447,0.0
P35716,0.0,0.2520497086577631,0.0
Q6UX46,0.0444444444444444,0.1006451612903225,0.0444444444444444
Q14410,0.2,0.181551116333725,0.2
Q9NPA8,0.2,0.1794877309767631,0.2
Q9P1Z2,0.0320197044334975,0.0823809523809523,0.0320197044334975
Q5T2S8,0.0441176470588235,0.1204318936877076,0.0441176470588235
Q92529,0.1944444444444444,0.2911411697466184,0.1944444444444444
P31391,0.0,0.3970784375992378,0.0
P0DJG4,0.0,0.1772247360482654,0.0
Q96RJ6,0.2142857142857142,0.1171730327018172,0.2142857142857142
Q86SP6,0.0,0.2104458203917182,0.0
Q8N4C8,0.0752277402292095,0.1448307834955957,0.0752277402292095
P08473,0.022167487684729,0.259567044976881,0.022167487684729
Q8NHW3,0.0,0.24,0.0
Q9NR63,0.0033333333333333,0.1347752558967512,0.0033333333333333
Q93009,0.0154080854309687,0.1983976412227533,0.0154080854309687
Q13075,0.0,0.2050219076508257,0.0
Q99102,0.0,0.158136154405233,0.0
P48739,0.1255411255411255,0.1217451533538719,0.1255411255411255
O00204,0.0207317073170731,0.1689945081022442,0.0207317073170731
Q9NQ25,0.0109890109890109,0.368362167594799,0.0109890109890109
P26440,0.1849217638691322,0.2256377828907864,0.1849217638691322
Q12788,0.1648734177215189,0.2963368411409726,0.1648734177215189
O75425,0.0,0.1099162549493675,0.0
Q9UMQ3,0.0,0.1571997963232841,0.0
Q9BW60,0.0363636363636363,0.1649033757338552,0.0363636363636363
Q9NX24,0.2348178137651821,0.2537995630100893,0.2348178137651821
Q96RI1,0.0,0.1960905655886465,0.0
Q86V86,0.0454227812718378,0.202216549977362,0.0454227812718378
Q9Y6W5,0.081081081081081,0.2237068087212179,0.081081081081081
O75095,0.0,0.0997346632926319,0.0
P30626,0.303030303030303,0.1674315321983715,0.303030303030303
Q5XKR9,0.0,0.1646520146520146,0.0
Q5SQH8,0.0,0.1290322580645161,0.0
Q6DHV7,0.0,0.2138108005633192,0.0
Q9BRQ8,0.05,0.1524291460453391,0.05
Q14966,0.1205711263881544,0.1770617568085922,0.1205711263881544
P09525,0.0555555555555555,0.2280373721525557,0.0555555555555555
Q9NRC8,0.0,0.1909991108684343,0.0
Q8N7U7,0.0,0.2132995209918287,0.0
P21754,0.0,0.147387690995517,0.0
Q9UG56,0.023076923076923,0.14042689272112,0.023076923076923
P41223,0.1473149492017416,0.2202281863994111,0.1473149492017416
A6NNL0,0.0,0.2445436507936507,0.0
P60006,0.0144736842105263,0.1956349206349206,0.0144736842105263
Q8WWY8,0.0134680134680134,0.0747588424437299,0.0134680134680134
Q08AF3,0.0313390313390313,0.1121890547263681,0.0313390313390313
Q99952,0.0363636363636363,0.1815605638398818,0.0363636363636363
O75586,0.3297101449275362,0.1841195694950635,0.3297101449275362
Q9NPC8,0.0047619047619047,0.2726885193283717,0.0047619047619047
Q8N987,0.0454545454545454,0.2387925929482562,0.0454545454545454
Q16548,0.0,0.2757053120191054,0.0
Q86UN2,0.0,0.1691440784999514,0.0
Q4U2R6,0.4421022646346674,0.287293229347772,0.4421022646346674
Q96C01,0.0302277432712215,0.2015094231540356,0.0302277432712215
O43314,0.0072463768115942,0.1126134882067085,0.0072463768115942
Q9UK13,0.1666666666666666,0.2174692049272116,0.1666666666666666
P50591,0.0,0.2779348022593887,0.0
Q96DP5,0.285005224660397,0.2388830434869391,0.285005224660397
Q9C0F3,0.0,0.2407955925476141,0.0
Q6L8G4,0.0,0.6759401241328952,0.0
O00512,0.5512820512820513,0.187069055126295,0.5512820512820513
P09683,0.0,0.2501906941266209,0.0
Q96PR1,0.0,0.2362970112970113,0.0
Q8TDB6,0.0256410256410256,0.2126088882326886,0.0256410256410256
Q15777,0.2,0.090709219858156,0.2
O60765,0.4616755793226381,0.1325313435866199,0.4616755793226381
Q96EB1,0.0857142857142857,0.0998157465806817,0.0857142857142857
Q02108,0.0369458128078817,0.1198488225979182,0.0369458128078817
Q8WW33,0.0,0.1315831949824755,0.0
Q8NBT0,0.0356902356902356,0.2355075948474298,0.0356902356902356
Q969Z0,0.1465348347523574,0.1621057789912142,0.1465348347523574
Q9BZQ8,0.6666666666666666,0.0697917392212857,0.6666666666666666
O75360,0.0,0.1635981025074009,0.0
Q15155,0.029897718332022,0.1275521246663299,0.029897718332022
Q9BYE9,0.0545454545454545,0.1328981898930085,0.0545454545454545
Q9Y5B8,0.0284090909090909,0.1693118485710713,0.0284090909090909
Q701N4,0.0,0.2938326693227092,0.0
Q99798,0.1995305164319248,0.1981128053303955,0.1995305164319248
Q86XP3,0.2454417952314165,0.2964611053687759,0.2454417952314165
Q13162,0.1350601295097132,0.1955220475400229,0.1350601295097132
Q8N4K4,0.0,0.4571256466586351,0.0
P08865,0.1718772862507925,0.2613287592910234,0.1718772862507925
P12272,0.0,0.3040214230005263,0.0
Q53H12,0.0487179487179487,0.1304523491482379,0.0487179487179487
Q14160,0.0518178729187903,0.1540905737607386,0.0518178729187903
Q7L190,0.0303030303030303,0.1420802756516478,0.0303030303030303
Q13243,0.1656224360408741,0.2222508319420426,0.1656224360408741
Q8NDB2,0.0,0.195016655562958,0.0
Q14201,0.4166666666666667,0.1280971732841012,0.4166666666666667
O43463,0.0390804597701149,0.2472611172554829,0.0390804597701149
Q5RKV6,0.3057471264367816,0.2733896340453717,0.3057471264367816
A8K855,0.0555555555555555,0.1806767397318578,0.0555555555555555
Q15018,0.0125603864734299,0.1874691475223087,0.0125603864734299
Q01650,0.2311171415649027,0.1424748544509647,0.2311171415649027
Q9H0U9,0.0841248303934871,0.2048542590414511,0.0841248303934871
Q96IY4,0.0,0.1776954098606163,0.0
Q9P2D0,0.1666666666666666,0.145126741973198,0.1666666666666666
Q9UJH8,0.0390243902439024,0.1360181311018131,0.0390243902439024
Q8IY50,0.0,0.1092854735422986,0.0
C9JCN9,0.0,0.2019323671497584,0.0
P62699,0.240530303030303,0.0802827128818318,0.240530303030303
Q02086,0.0,0.1720457624567213,0.0
Q7Z699,0.0,0.2127798180243254,0.0
P51170,0.0,0.1269035207519828,0.0
Q8TCZ2,0.1111111111111111,0.095487860742098,0.1111111111111111
Q15907,0.0438631790744466,0.1913486627059544,0.0438631790744466
O60524,0.0454545454545454,0.2185613415710503,0.0454545454545454
Q8NH87,0.0,0.1199400299850075,0.0
Q86XA0,0.1054131054131054,0.1639490810269613,0.1054131054131054
P30542,0.0666666666666666,0.2401034937195636,0.0666666666666666
Q8NEF9,0.1591591591591591,0.186318407960199,0.1591591591591591
Q69YN4,0.0766666666666666,0.0896922309314048,0.0766666666666666
Q96DE0,0.0181818181818181,0.1925127223257923,0.0181818181818181
Q96MC4,0.0,0.1524603836530442,0.0
Q8WYK0,0.0,0.1571929824561403,0.0
Q6ZST4,0.0,0.5732915856031129,0.0
A7MBM2,0.0,0.2415853471262442,0.0
Q68EN5,0.0,0.1,0.0
Q8IZR5,0.0666666666666666,0.1068586246982026,0.0666666666666666
P32418,0.0,0.1558976551086075,0.0
P35226,0.1902439024390244,0.2518360599669383,0.1902439024390244
O75828,0.0769230769230769,0.1513513965685987,0.0769230769230769
P60369,0.0,0.6959627329192547,0.0
Q96PE6,0.0,0.2369952389349321,0.0
O14558,0.0,0.1791884899350034,0.0
Q9NVX2,0.1764705882352941,0.3056339820728669,0.1764705882352941
Q9P2Y4,0.2303030303030303,0.1816601806022594,0.2303030303030303
Q5BJF2,0.0701754385964912,0.1981549235707391,0.0701754385964912
Q5MJ09,0.0727272727272727,0.1438829426906923,0.0727272727272727
O95297,0.0444292549555707,0.1075831485587583,0.0444292549555707
Q96DH6,0.0502645502645502,0.1789312090506058,0.0502645502645502
P61587,0.3333333333333333,0.1878819232176063,0.3333333333333333
Q9NQW7,0.0290196078431372,0.1831049054165064,0.0290196078431372
Q14940,0.0416666666666666,0.1331720020637299,0.0416666666666666
Q9HAF1,0.1937590711175617,0.2805239179954442,0.1937590711175617
Q9C0F1,0.0391120507399577,0.1185031185031185,0.0391120507399577
Q5JX71,0.0,0.2325581395348837,0.0
Q6V9R5,0.0095238095238095,0.164633510582838,0.0095238095238095
P25098,0.0416666666666666,0.107216178007253,0.0416666666666666
P41743,0.0301974448315911,0.1847752864153382,0.0301974448315911
Q9BUN8,0.0863363363363363,0.1514357151228659,0.0863363363363363
Q9NZD2,0.0222222222222222,0.0860874200426439,0.0222222222222222
Q9UJ04,0.0389610389610389,0.2183055841648989,0.0389610389610389
Q8NE35,0.0,0.1458876811594203,0.0
Q5BKX5,0.0,0.2784313725490196,0.0
Q6I9Y2,0.0338461538461538,0.2452420576765443,0.0338461538461538
Q8TEQ6,0.0573543015726179,0.2839738848995237,0.0573543015726179
Q8NAT1,0.0149190110826939,0.1696211331247827,0.0149190110826939
P07947,0.0703887510339123,0.2037570131432947,0.0703887510339123
Q9UHL9,0.0106951871657754,0.0720544611977636,0.0106951871657754
Q8WWX0,0.0,0.1891303807844208,0.0
Q5T3J3,0.0275197798417612,0.1254254846825514,0.0275197798417612
Q8TC59,0.0,0.1601766332053043,0.0
Q9P0U1,0.1695906432748538,0.2782545392712722,0.1695906432748538
Q9UNI1,0.0416666666666666,0.1380928572055121,0.0416666666666666
Q969X5,0.081427303090517,0.1731181490919386,0.081427303090517
Q8TD19,0.0326086956521739,0.1535754568012632,0.0326086956521739
Q9UID6,0.2666666666666666,0.163554739312315,0.2666666666666666
Q92997,0.1194295900178253,0.1629073231755159,0.1194295900178253
Q96IW2,0.0,0.1325611325611325,0.0
P60412,0.0,0.6243307974077205,0.0
O75177,0.5692307692307692,0.163495632621292,0.5692307692307692
O60858,0.2626582278481013,0.1596582201414985,0.2626582278481013
P78560,0.0,0.2006472491909385,0.0
P16452,0.0,0.1369951156737153,0.0
P31937,0.1158645276292335,0.1872479538024673,0.1158645276292335
P59910,0.0168067226890756,0.2020326878176074,0.0168067226890756
Q96PM9,0.0,0.0917182434423813,0.0
Q9Y5Z0,0.0273641851106639,0.1407978545088836,0.0273641851106639
Q8N8R5,0.0,0.1381807953306845,0.0
P13928,0.0,0.3241045224709168,0.0
Q5TD94,0.0,0.1695278536042867,0.0
Q8IYW4,0.0157894736842105,0.2057668592198351,0.0157894736842105
O60313,0.1105919003115264,0.1929285129285129,0.1105919003115264
Q9H2J7,0.1619915848527349,0.1416960952281053,0.1619915848527349
Q9Y3B4,0.1258503401360544,0.3378101061940188,0.1258503401360544
P08575,0.0,0.1526733573366941,0.0
P52799,0.1039518900343642,0.2758343955058301,0.1039518900343642
Q13439,0.0615384615384615,0.1452417070372605,0.0615384615384615
P08588,0.0,0.2145837047602068,0.0
Q9H0E7,0.0888888888888888,0.2563535195114143,0.0888888888888888
Q562F6,0.0243632336655592,0.3520983838534297,0.0243632336655592
Q6UB35,0.1712038717483363,0.1662734437350359,0.1712038717483363
Q96MI6,0.0191919191919191,0.1552391383716685,0.0191919191919191
Q8NHQ9,0.1773737373737373,0.2091754953629054,0.1773737373737373
Q8TDC0,0.0,0.1998208331259642,0.0
O75751,0.6666666666666666,0.1343047806142598,0.6666666666666666
O95754,0.0455840455840455,0.3320784252338277,0.0455840455840455
Q8IXP5,0.0,0.1064295485636114,0.0
Q92567,0.1152941176470588,0.0973292244478685,0.1152941176470588
O95050,0.0,0.0941152597402597,0.0
O75334,0.0,0.2793748555468386,0.0
O95248,0.0275058275058275,0.1028585522259218,0.0275058275058275
P09629,0.1555555555555555,0.2628220993867393,0.1555555555555555
Q6NW40,0.0,0.1381985578161215,0.0
O95429,0.0211640211640211,0.1540020737345152,0.0211640211640211
Q8NC69,0.0666666666666666,0.110875545796421,0.0666666666666666
P13489,0.0026595744680851,0.2762593875381502,0.0026595744680851
Q92831,0.632183908045977,0.2084952521606504,0.632183908045977
Q587J7,0.0,0.2671276943834765,0.0
Q5TAQ9,0.0096618357487922,0.1269901083372586,0.0096618357487922
Q99807,0.3952380952380952,0.2102491683926442,0.3952380952380952
O95319,0.0,0.1561335262074178,0.0
Q9H1F0,0.0,0.1915966386554622,0.0
Q7Z3C6,0.0372960372960372,0.1679034572733203,0.0372960372960372
Q8N3I7,0.5111111111111111,0.1659410170048467,0.5111111111111111
O60381,0.3333333333333333,0.1461070869581043,0.3333333333333333
O43674,0.1878813381022512,0.2455226834215604,0.1878813381022512
P54886,0.0921985815602836,0.1257248927374323,0.0921985815602836
P43353,0.0462380300957592,0.1974652228918887,0.0462380300957592
B4DXL2,0.0,0.1412421775116075,0.0
P11309,0.0166666666666666,0.2305125763529694,0.0166666666666666
Q9HBG7,0.0,0.3220650332800534,0.0
Q02083,0.043755383290267,0.1114626821943895,0.043755383290267
Q8TCB7,0.0,0.1800048065368901,0.0
Q7Z429,0.0,0.0971462410467542,0.0
Q12891,0.0357304387155133,0.1982370510672397,0.0357304387155133
P30793,0.0,0.1521131004173993,0.0
Q9H114,0.0201298701298701,0.1025043680838672,0.0201298701298701
Q9HCN6,0.0,0.3313840155945419,0.0
P23975,0.0,0.1904627482609134,0.0
Q9NR45,0.2280701754385964,0.1343948717948718,0.2280701754385964
Q9HCU4,0.0145658263305322,0.1160450521392607,0.0145658263305322
O95455,0.0,0.1303967428967428,0.0
P32241,0.0194887984943233,0.1961859750464354,0.0194887984943233
Q6UWW8,0.0151515151515151,0.1480066340562215,0.0151515151515151
Q8NB14,0.0444444444444444,0.1974632629435276,0.0444444444444444
Q24JP5,0.0279130152547874,0.0711874024684352,0.0279130152547874
O00165,0.0380659367176424,0.1415289375512514,0.0380659367176424
P78333,0.1333333333333333,0.1691206038671918,0.1333333333333333
P26010,0.0,0.2132198764900186,0.0
Q9BRT8,0.0271475201019027,0.1079290732686517,0.0271475201019027
Q96Q04,0.0116883116883116,0.3257285298830791,0.0116883116883116
Q8WUM9,0.0753968253968253,0.1150816864958682,0.0753968253968253
Q96BN8,0.0317460317460317,0.3236277302943969,0.0317460317460317
Q86SX3,0.017391304347826,0.160990099009901,0.017391304347826
Q6UWZ7,0.0714285714285714,0.2811655921610378,0.0714285714285714
Q9BZI7,0.0643939393939393,0.2034222985379797,0.0643939393939393
Q9UHK6,0.1068217874140666,0.1726800632196884,0.1068217874140666
Q6BAA4,0.0,0.1511863281898125,0.0
Q9NUG4,0.0,0.1092213659314376,0.0
Q96IX5,0.2576923076923076,0.1909339024078377,0.2576923076923076
Q9HCM4,0.0461682881037719,0.125220149409457,0.0461682881037719
P50395,0.0642303433001107,0.1734653752347779,0.0642303433001107
Q8N7E2,0.0545454545454545,0.4627285513361462,0.0545454545454545
Q9HCU8,0.0,0.5017857142857143,0.0
